IDs,priority_tier,consensus_outlier_score,ligand_outlier,metal_connectivity_outlier,metal_oxidation_outlier,metal,formula,n_atoms,ilp_neighbors,reference_neighbors,ilp_oxidation,reference_oxidation
SIDMIB,C,1,0,1,0,W,C28 H31 F12 N1 O4 W1,77,C N O O O,C N O O O O,6,6
SIFCAN,C,1,1,0,0,Rh,C31 H36 Cl1 N4 O2 Rh1,75,C C C Cl,C C C Cl,1,1
SIFCER,C,1,1,0,0,Rh,C25 H28 Cl1 N4 O2 Rh1,61,C C C Cl,C C C Cl,1,1
SIGQII,C,1,0,1,0,W,C16 H30 Cl1 N1 W1,49,C C C C C Cl N,C C C C C C C Cl N,6,6
SIGXOV,C,1,0,1,0,W,C14 H10 Cl7 O1 P1 W1,34,C Cl Cl Cl Cl O,C C Cl Cl Cl Cl O,4,4
SIJJOM,C,1,0,1,0,Ti,C34 H36 Cl2 N4 O1 Ti1,78,C C C C C C Cl Cl N O,C C C C C Cl Cl N O,4,4
SIKVEP,C,1,0,1,0,Zn,C28 H38 N4 Zn1,71,C N N,C C N N,2,2
SIKZOE,C,1,0,1,0,Cr,C27 H18 Cr1 O3,49,C C C C C C C C,C C C C C C C C C,0,0
SIKZUK,C,1,0,1,0,Cr,C29 H20 Cr1 O3,53,C C C C C C C C,C C C C C C C C C,0,0
SILVUE,C,1,0,1,0,Mo,C29 H39 Cl2 Mo1 N1 P2,74,C Cl Cl N P P,C C Cl Cl N P P,4,4
SILZOC,C,1,0,1,0,Cr,C22 H28 Cr1 O8 P2,61,C C C P P,C C C C P P,0,0
SITYEB,C,1,1,0,0,Hg,C26 H22 Hg1 N8 O4,61,N N N N O O,N N N N O O,2,2
SIWSAU,C,1,0,1,0,Rh,C33 H33 N2 Rh1,69,C C C C C,C C C C C C,1,1
SIXBIN,C,1,0,1,0,Mo,C17 H18 Mo1 N4 O5,45,N O O O O,N O O O O O,6,6
SIXBOQ,C,1,0,1,0,Pd,C26 H25 I1 N1 P1 Pd1,55,C I P,C I N P,2,2
SOBDUI,C,1,0,1,0,Ti,C26 H48 N4 Si3 Ti1,82,C C N N N N,C N N N N,4,4
SOFJUU,C,1,0,1,0,Cu,C22 H30 Cu1 N1 P1 1+,55,C C C N P,C N P,1,1
SOFKAB,C,1,0,1,0,Cu,C26 H34 Cu1 N1 P1 1+,63,C C C N P,C N P,1,1
SOFLEG,C,1,0,1,0,Cu,C24 H36 Cu1 N1 P1 1+,63,C C C N P,C N P,1,2
SOGJAC,C,1,0,1,0,Fe,C30 H40 Fe1 N2,73,C C C C H N N,C C C C N N,0,0
SOKSES,C,1,1,0,0,Ni,C22 H46 N4 Ni1 Si2,75,C C Si Si,C C Si Si,2,2
SOKVAP,C,1,0,1,0,Pt,C13 H20 Cl2 N2 Pt1,38,C C C Cl N,C C C Cl N N,4,4
SOLSIV,C,1,0,1,0,W,C23 H25 N1 O6 W1,56,C C C C C,C C C C C C,0,0
SOQVUQ,C,1,0,1,0,Cu,C12 H14 Cl1 Cu1 N4 O2,34,Cl N N O,Cl N N,1,1
SOSQOG,C,1,0,1,0,Re,C14 H18 Cl2 N4 O1 Re1 1+,40,Cl Cl N N O,Cl Cl N N N N O,5,5
SOTCOV,C,1,1,0,0,Au,C26 H37 Au1 N2 P1 1+,67,C P,C P,1,1
SOTPID,C,1,0,1,0,Mo,C12 H28 Cl2 Mo1 N2 O2,47,Cl Cl N N,Cl Cl N N O O,6,6
SOTQOK,C,1,0,1,0,Mo,C14 H34 Cl2 Mo1 N2 P2,55,Cl N N P P,Cl Cl N N P P,6,6
SOVFIT,C,1,0,0,1,Pd,C34 H35 N5 O2 Pd1,77,N N N O,N N N O,4,2
SOVFOZ,C,1,0,0,1,Pd,C32 H32 Cl1 N5 Pd1,71,Cl N N N,Cl N N N,4,2
SOWCIR,C,1,0,1,0,Zr,C27 H49 N4 P1 Si3 Zr1,85,N N N P,N N N N P,4,4
SOWCOX,C,1,0,1,0,Zr,C17 H46 N4 P2 Si3 Zr1,73,N N N P,N N N N P,4,4
SOWTED,C,1,0,1,0,Pt,C12 H21 Cl1 Pt1,35,C C C C C Cl,C C C C C C C Cl,4,4
SOWXEH,C,1,1,0,0,Pt,C31 H26 N2 O3 P2 Pt1 S2,67,P P S S,P P S S,2,2
SOXQIG,C,1,0,1,0,Zr,C38 H40 O2 Si1 Zr1,82,C C C C C C C C O O,C C C C C C C C C C O O,4,4
SUBKUX,C,1,0,1,0,Fe,C20 H20 Fe1 N12,53,N N N N N,N N N N N N,0,0
SUFJIM,C,1,0,0,1,Fe,C18 H24 B1 F2 Fe1 N7 O2,55,C C C N N N,C C C N N N,4,2
SULMUI,C,1,0,1,0,W,C13 H20 S3 W1,37,C C C C S S S,C C C C C S S S,6,6
SUMQUM,C,1,0,1,0,Ti,C23 H37 Cl1 N2 Si1 Ti1,65,C C C C C C Cl N,C C C C C C Cl N N,4,4
SUQSEE,C,1,0,0,1,Pt,C42 H4 F20 N4 O4 Pt1,75,N N N N,N N N N,4,2
SUSQUS,C,1,0,1,0,Ru,C32 H40 Cl2 N2 P2 Ru1,79,Cl Cl P P,Cl Cl N N P P,2,2
SUYPEH,C,1,0,1,0,Re,C29 H28 O6 P2 Re1 1+,66,C C C P P,C C C O P P,1,1
SUYPIL,C,1,0,1,0,Re,C31 H32 O6 P2 Re1 1+,72,C C C P P,C C C O P P,1,1
TABLEP,C,1,0,1,0,W,C28 H44 Cl2 N2 O2 W1,79,Cl Cl N N,Cl Cl N N O O,6,6
TABLOZ,C,1,0,1,0,W,C30 H48 N2 O1 W1,82,C C N N,C C N N O,6,6
TADREY,C,1,0,0,1,Pd,C26 H22 N4 O10 Pd1,63,N N O O,N N O O,4,2
TAHQID,C,1,0,0,1,Pd,C33 H34 Cl2 N2 O1 P2 Pd1,73,Cl Cl P P,Cl Cl P P,0,2
TAHWAC,C,1,0,1,0,Re,C14 H14 N1 O3 Re1,33,C O O O,C N O O O,7,7
TAHWEG,C,1,0,1,0,Re,C15 H16 N1 O3 Re1,36,C O O O,C N O O O,7,7
TAHWIK,C,1,0,1,0,Re,C14 H13 Br1 N1 O3 Re1,33,C O O O,C N O O O,7,7
TAHWOQ,C,1,0,1,0,Re,C20 H18 N1 O3 Re1,43,C O O O,C N O O O,7,7
TAHWUW,C,1,0,1,0,Re,C28 H22 N1 O3 Re1,55,C O O O,C N O O O,7,7
TAHXAD,C,1,0,1,0,Re,C13 H14 N1 O3 Re1,32,C O O O,C N O O O,7,7
TALTUV,C,1,0,1,0,Ti,C20 H36 Cl1 N5 Si2 Ti1,65,C Cl N N N N N,Cl N N N N N,4,4
TAPXOY,C,1,0,1,0,Hf,C22 H46 Cl2 Hf1 N4,75,C C Cl Cl N N N N,Cl Cl N N N N,4,4
TAWHAB,C,1,0,1,0,W,C13 H18 O5 Si2 W1,39,C C C C C C,C C C C C C C,0,0
TAWHEF,C,1,0,1,0,Mo,C13 H18 Mo1 O5 Si2,39,C C C C C C,C C C C C C C,0,0
TAWHIJ,C,1,0,1,0,Cr,C13 H18 Cr1 O5 Si2,39,C C C C C C,C C C C C C C,0,0
TAXZUO,C,1,0,0,1,Fe,C28 H41 B1 Fe1 N2 O4 S1 Si1,79,B C C C C C N Si,B C C C C C N Si,4,2
TAYBAX,C,1,0,0,1,Fe,C27 H39 B1 Fe1 N2 O5 Si1,76,B C C C C C N Si,B C C C C C N Si,4,2
TEBLAP,C,1,1,0,0,Fe,C21 H22 Fe1 N3 O6 S1 1-,54,N N N O O,N N N O O,2,2
TEBRUP,C,1,1,0,0,Fe,C21 H22 Fe1 N4 O6,54,N N N O O,N N N O O,2,2
TEDYIK,C,1,0,0,1,Ni,C25 H21 N3 Ni1 O2 S2,54,N N N O S S,N N N S,4,2
TEDYUX,C,1,0,1,0,Hf,C20 H30 Hf1 Si2,53,C C C C C C C C C C C C,C C C C C C C C C C C C C C,4,2
TEHFET,C,1,1,0,0,Re,C33 H30 F3 N6 O7 Re1 S2,82,N N O O S S,N N O O S S,5,5
TEKWAJ,C,1,0,1,0,Pt,C40 H39 P3 Pt1 Si1,84,P P P,C P P P,0,0
TELJID,C,1,1,0,0,Mn,C22 H22 Cl1 Mn1 N2 O2,50,Cl N N O O,Cl N N O O,3,3
TEPCUM,C,1,1,0,0,Ni,C38 H30 N2 Ni1 P2 S2 Se2,77,S S Se Se,S S Se Se,2,2
TEPHEE,C,1,1,0,0,Ru,C37 H38 N2 O1 P1 Ru1 1+,80,C C C C C C C N N,C C C C C C C N N,2,2
TEPHOO,C,1,0,1,0,Ru,C28 H34 N2 O2 P1 Ru1 1+,68,C C C C N,C C C C C C C C N,2,1
TEPJAC,C,1,1,0,0,Ru,C36 H38 N2 P1 Ru1 1+,78,C C C C C C N N,C C C C C C N N,2,2
TEPYEU,C,1,0,1,0,Ir,C24 H33 Cl1 Ir1 N1,60,C C C C C Cl N,C C C C C C Cl N,3,3
TEQPAJ,C,1,0,1,0,Zr,C23 H24 N2 Zr1,50,C C C C C C C C C C C N,C C C C C C C C C C C N N,4,4
TERWIX,C,1,0,1,0,Ti,C21 H29 N1 O1 Ti1,53,C C C C C C C C N O,C C C C C C C N O,4,4
TESFIH,C,1,0,0,1,Rh,C19 H19 Cl1 F5 N2 Rh1,45,C C C C C Cl,C C C C C Cl,-1,1
TETHEG,C,1,0,1,0,Zn,C18 H20 Cl2 N2 O2 Zn1,45,Cl Cl N N O,Cl Cl N N,2,2
TEWGUX,C,1,0,1,0,Ti,C22 H41 Cl1 N5 Ti1 1+,70,Cl N N N N,Cl N N N N N,4,4
TEXQUL,C,1,0,0,1,Rh,C21 H21 Cl1 F5 N2 Rh1,51,C C C C C C C Cl,C C C C C C C Cl,1,3
TEXWEY,C,1,0,1,0,Pd,C43 H36 P2 Pd1,82,C P P,C C P P,0,0
TICNUP,C,1,0,1,0,Zn,C20 H30 Cl1 N2 P1 Zn1,55,C Cl N N P,C Cl N N,2,2
TICPAX,C,1,0,1,0,Zn,C21 H33 N2 P1 Zn1,58,C C N N P,C C N N,2,2
TIDQAY,C,1,0,1,0,Ti,C13 H28 Cl2 N4 Si1 Ti1,49,C Cl Cl N N N N,Cl Cl N N N N,4,4
TIFCIW,C,1,0,1,0,Ti,C24 H18 Cl2 O4 Ti1,49,Cl Cl O O,Cl Cl O O O O,4,4
TIKWER,C,1,0,1,0,Pt,C30 H30 N1 O3 P1 Pt1,66,C C P,C C N P,2,2
TILBUO,C,1,1,0,0,Co,C26 H37 Co1 O2 P2 Si1,69,C C P P Si,C C P P Si,1,1
TILWUG,C,1,0,1,0,Ti,C19 H24 Cl2 N4 Ti1,50,Cl Cl N N N,Cl Cl N N N N,4,4
TIMMEH,C,1,0,1,0,Mo,C20 H36 Cl2 Mo1 N2 O2,63,Cl Cl N N O,Cl Cl N N O O,6,6
TIQNAL,C,1,0,1,0,Tc,C12 H13 Cl2 N4 Tc1,32,Cl Cl N N N,Cl Cl N N N N,5,5
TIRDAA,C,1,0,1,0,Mo,C7 H16 Mo1 N2 O5,31,N O O O O,N O O O O O,6,6
TITLEP,C,1,0,1,0,Pt,C26 H40 Cl2 O1 P2 Pt1,72,C Cl O P P,C Cl Cl O P P,4,4
TIWLET,C,1,1,0,0,Re,C32 H19 N4 O5 Re1,61,C C C N N N,C C C N N N,1,1
TIWZAD,C,1,0,1,0,Pt,C13 H32 N1 P1 Pt1,48,C C P,C C N P,2,2
TIWZOR,C,1,0,1,0,Pt,C14 H34 N1 P1 Pt1,51,C C P,C C N P,2,2
TIYNIY,C,1,0,1,0,Re,C16 H30 F3 O6 P2 Re1 S1,59,C C C P P,C C C O P P,1,1
TIYWAA,C,1,0,1,0,Re,C9 H17 N3 O3 Re1 1+,33,C C C N N,C C C N N N,1,1
TOBBUJ,C,1,0,1,0,Ni,C23 H38 Ni1 O2 P2,66,C C C P,C C C C P,2,0
TOBNEG,C,1,1,0,0,Ru,C32 H34 Cl1 N3 O1 Ru1,72,C C C C C C Cl N O,C C C C C C Cl N O,2,2
TOJYAV,C,1,1,0,0,Re,C11 H13 N2 O4 Re1,31,C C C N N O,C C C N N O,1,1
TONPIW,C,1,1,0,0,Rh,C29 H27 Cl1 N1 O2 Rh1 S1,62,C C C Cl,C C C Cl,1,1
TORDAG,C,1,0,0,1,Pt,C16 H12 F3 N5 O1 Pt1,38,N N N N,N N N N,4,2
TORLAN,C,1,0,1,0,Zr,C24 H30 N2 Si1 Zr1,58,C C C C C C C C N N,C C C C C C C C C C N N,4,4
TOVKAQ,C,1,0,1,0,V,C20 H19 N2 O4 V1,46,N O O O O,N N O O O O,5,5
TOWDUE,C,1,0,1,0,Mn,C26 H21 Mn1 O3,51,C C C C C C,C C C C C C C C,1,1
TOWFIU,C,1,0,1,0,Nb,C18 H18 B1 Cl2 N6 Nb1,46,C Cl Cl N N N,C C Cl Cl N N N,3,3
TOWFOA,C,1,0,1,0,Nb,C23 H23 B1 Cl1 N6 Nb1,55,C C C C C C Cl N N N,C C C C C C C Cl N N N,3,3
TOWNUO,C,1,0,1,0,Re,C11 H9 O8 Re1,29,C C C C C,C C C C C O,1,1
TOYVUA,C,1,0,1,0,Ni,C30 H28 B1 Br1 N6 Ni1,67,Br H N N N,Br N N N,2,2
TOYWAH,C,1,0,1,0,Ni,C30 H28 B1 I1 N6 Ni1,67,H I N N N,I N N N,2,2
TOZWOW,C,1,0,0,1,Pd,C20 H30 Cl2 N4 O2 P2 Pd1,61,Cl Cl N P,Cl Cl N P,4,2
TOZXIR,C,1,0,0,1,Pt,C20 H30 Cl2 N4 O2 P2 Pt1,61,Cl Cl N P,Cl Cl N P,4,2
TUCSAM,C,1,0,1,0,Pd,C32 H41 Cl1 N2 Pd1,77,C C C C Cl,C C C C C C Cl,2,2
TUCSEQ,C,1,0,1,0,Pd,C32 H43 Cl1 N2 Pd1,79,C C C C Cl,C C C C C C Cl,2,2
TUDRUG,C,1,0,1,0,Pd,C17 H26 Cl1 N3 Pd1,48,C C Cl,C C Cl N,2,2
TUGPAN,C,1,0,1,0,Pd,C15 H25 N4 Pd1 S1 1+,46,C N N,C N N S,2,2
TUHRAQ,C,1,1,0,0,Ir,C24 H32 B1 Ir1 N3 O5 1+,66,C C N N,C C N N,1,1
TULRAV,C,1,1,0,0,Pd,C22 H26 N6 Pd1 S2,57,N N S S,N N S S,2,2
TUQGUH,C,1,0,1,0,Re,C34 H29 O3 P2 Re1,69,C C C P P,C C C C P P,1,1
TURFOC,C,1,0,1,0,Cu,C24 H35 Cu1 O2 P1 1+,63,C C O O P,C O O P,1,2
TURKEW,C,1,0,1,0,Pd,C23 H24 I2 N1 P1 Pd1,52,I I P,I I N P,2,2
TURKOG,C,1,0,1,0,Pd,C23 H24 I2 N1 P1 Pd1,52,I I P,I I N P,2,2
TURKUM,C,1,0,1,0,Pd,C24 H26 I2 N1 O1 P1 Pd1,56,I I P,I I N P,2,2
TUVNAZ,C,1,0,1,0,Pt,C20 H32 N3 Pt1 1+,56,C C C N,C C C N N N,4,4
TUYHAY,C,1,0,1,0,V,C25 H19 F1 N3 O5 V1,54,N O O O O,N N O O O O,5,5
TUYNOQ,C,1,0,1,0,Hf,C25 H38 Cl2 Hf1 N2,68,C C C C C C Cl Cl N N,C C C C C Cl Cl N N,4,4
TUYNUW,C,1,0,1,0,Hf,C19 H33 Cl3 Hf1 N2,58,C C C C C C Cl Cl N N,C C C C C Cl Cl N N,4,4
TUYVAM,C,1,0,1,0,Ni,C26 H40 N1 Ni1 P4 S2 1+,74,N P P P,N P P P S,2,2
UBEYAB,C,1,0,1,0,Pt,C19 H23 Cl1 N2 O1 Pt1,47,C C C N,C C C Cl N N,2,2
UBISAZ,C,1,0,0,1,Ni,C24 H34 N3 Ni1 P1 S2,65,C N S S,C N S S,4,2
UBOXER,C,1,0,1,0,Mo,C16 H17 Mo1 N1 O6,41,N O O O O,N O O O O O,6,6
UBOXIV,C,1,0,1,0,Mo,C18 H15 Mo1 N1 O5,40,N O O O O,N O O O O O,6,6
UCAWAX,C,1,0,1,0,Os,C13 H27 N3 O5 Os1,49,N O O O,N N N O O O,6,6
UCUNEO,C,1,0,0,1,Pt,C22 H22 N2 O1 Pt1 S1,49,C C N O,C C N O,4,2
UCUNIS,C,1,0,0,1,Pt,C26 H24 N2 O1 Pt1 S1,55,C C N O,C C N O,4,2
UDEHEQ,C,1,0,1,0,Pt,C28 H31 N4 Pt1 1+,64,C C C N N,C C C N N N,4,4
UDEPAV,C,1,0,1,0,Re,C36 H39 Cl3 N2 P1 Re1,82,Cl Cl Cl N P,Cl Cl Cl N N P,5,5
UDOBIA,C,1,0,0,1,Cr,C31 H21 Cr1 N4 O5 P1,63,C C C C C P,C C C C C P,2,0
UDOCUN,C,1,0,0,1,W,C16 H24 N1 O5 P1 W1,48,C C C C C P,C C C C C P,2,0
UDODIC,C,1,0,0,1,Cr,C31 H30 Cr1 N1 O5 P1,69,C C C C C P,C C C C C P,2,0
UDODOI,C,1,0,0,1,W,C31 H30 N1 O5 P1 W1,69,C C C C C P,C C C C C P,2,0
UDODUO,C,1,0,0,1,Cr,C28 H21 Cl3 Cr1 N1 O5 P1,60,C C C C C P,C C C C C P,2,0
UDOFAW,C,1,0,0,1,W,C28 H21 Cl3 N1 O5 P1 W1,60,C C C C C P,C C C C C P,2,0
UDOFEA,C,1,0,0,1,W,C13 H18 N1 O5 P1 W1,39,C C C C C P,C C C C C P,2,0
UDOFIE,C,1,0,0,1,W,C31 H30 N1 O8 P1 W1,72,C C C C C P,C C C C C P,2,0
UFAZUY,C,1,0,1,0,Re,C8 H5 O4 Re1,18,C C C C C C C,C C C C C C C C,1,1
UGANOH,C,1,1,0,0,Pt,C18 H20 Cl2 N2 O3 Pt1 S1,47,Cl Cl N S,Cl Cl N S,2,2
UGIMIG,C,1,0,1,0,Ir,C25 H51 Ir1 P1 S3 Si1 1+,82,C C C C P S Si,C C C C C P S Si,3,3
UHIKAX,C,1,0,1,0,Re,C8 H14 Br1 N2 O3 Re1,29,Br C C C,Br C C C N N,1,1
UHUYOM,C,1,1,0,0,Pt,C17 H22 N3 O1 Pt1 1+,44,C C C C N N,C C C C N N,4,4
UJIZOC,C,1,0,1,0,Ti,C21 H26 Cl2 Si1 Ti1,51,C C C C C C C C C Cl Cl,C C C C C C C C C C Cl Cl,4,4
UKEDAR,C,1,0,1,0,Ir,C30 H43 Ir1 O2 P2,78,C C O P P,C C O O P P,3,3
UKEZOZ,C,1,0,1,0,Zr,C21 H39 Cl1 N2 Zr1,64,C C C C C C C Cl N N,C C C C C C Cl N N,4,4
UKUYAC,C,1,0,1,0,V,C25 H20 N3 O4 V1,53,N O O O O,N N O O O O,5,5
ULONIS,C,1,0,1,0,Ti,C12 H19 Cl3 O1 Ti1,36,C C C C C Cl Cl Cl,C C C C C Cl Cl Cl O,4,4
ULUJOC,C,1,1,0,0,Zn,C22 H20 N6 O2 S2 Zn1,53,N N O O,N N O O,2,2
UMUXEF,C,1,0,1,0,Cr,C18 H25 Cr1 N3 O4,51,C C C C N,C C C C N N,0,0
UNAVOW,C,1,1,0,0,Co,C34 H36 Co1 N4 O2 1+,77,N N N N O O,N N N N O O,3,3
UNEJIG,C,1,0,0,1,Ni,C33 H40 N4 Ni1,78,N N N N,N N N N,4,2
UNIPEM,C,1,0,1,0,Ni,C32 H50 Ni1 P2,85,C P P,C C P P,0,0
UNIQEN,C,1,0,1,0,Ti,C28 H38 N6 Ti1,73,C C C C N N N N,C C N N N N,4,4
UNIWAR,C,1,0,0,1,Pt,C22 H39 B1 F2 N2 P2 Pt1,69,C C P P,C C P P,4,2
UQUZIR,C,1,1,0,0,Ru,C13 H22 N1 O3 Ru1 S4 1+,44,O O S S S S,O O S S S S,4,1
UROPOH,C,1,0,1,0,Ti,C20 H35 N1 O3 Ti1,60,C C C C C O O O,C C C C C N O O O,4,4
UROPUN,C,1,0,1,0,Ti,C18 H31 N1 O3 Ti1,54,C C C C C O O O,C C C C C N O O O,4,4
USIGEJ,C,1,0,1,0,W,C13 H20 O4 S1 W1,39,C C C O O S,C C C C C O O S,6,6
UTADEZ,C,1,0,1,0,Re,C32 H32 N1 O5 P3 Re1 S1 1+,75,C C C N P,C C C N P S,1,1
UVAGEF,C,1,0,0,1,Fe,C30 H38 Fe1 I2 N2 O3,76,C C C C I I,C C C C I I,4,2
UVIDAG,C,1,0,1,0,W,C18 H32 Cl1 N3 W1,55,C Cl N N N,C C C C C Cl N N N,6,6
UWIBUY,C,1,0,1,0,Zn,C34 H20 B1 F20 P1 Zn1,77,C C F,C C,2,2
UXAJOT,C,1,0,1,0,Pt,C28 H52 P2 Pt1 Si2,85,C P P,C C P P,0,0
UYEQAR,C,1,0,1,0,Ni,C29 H44 N1 Ni1 P1,76,C C N P,C C C N P,0,0
UYEQOF,C,1,0,1,0,Ni,C28 H42 N1 Ni1 P1,73,C C N P,C C C N P,0,0
UZANIU,C,1,0,1,0,Pt,C23 H44 O4 P2 Pt1,74,C P P,C C P P,0,0
UZASIZ,C,1,0,1,0,Pt,C21 H42 O2 P2 Pt1,68,C P P,C C P P,0,0
VABTOH,C,1,0,0,1,Cr,C22 H54 Cr1 P2 Si2,81,C C H P P,C C P P,0,2
VALFET,C,1,0,1,0,Ru,C18 H40 P4 Ru1,63,C P P P P,C C P P P P,0,0
VAMXAJ,C,1,0,1,0,Tc,C15 H16 N4 O4 Tc1 1+,40,N N N N O,N N N N O O,5,5
VANKEC,C,1,0,1,0,Re,C7 H10 N1 O6 Re1,25,C C C N O,C C C N O O,1,1
VAPTUC,C,1,0,0,1,Ni,C48 H24 Br2 N4 Ni1,79,N N N N,N N N N,4,2
VAVFAZ,C,1,0,1,0,Hg,C18 H25 Cl1 Hg1 O5,50,C Cl O O,C Cl,2,2
VAVGAA,C,1,0,1,0,Hg,C10 H15 Cl1 Hg1,27,Cl,C Cl,2,2
VAVQAK,C,1,0,1,0,Hg,C21 H31 Cl1 Hg1 O5,59,C Cl O O O,C Cl,2,2
VAVQEO,C,1,0,1,0,Hg,C18 H25 Cl1 Hg1 O5,50,C Cl O O,C Cl,2,2
VAVSAM,C,1,0,1,0,Hg,C18 H25 Cl1 Hg1 O5,50,C Cl O O,C Cl,2,2
VAVSEQ,C,1,0,1,0,Hg,C18 H25 Cl1 Hg1 O5,50,C Cl O O,C Cl,2,2
VAXKOU,C,1,0,1,0,Hg,C10 H10 Hg1,21,,C C,2,2
VEHBAM,C,1,0,1,0,Pt,C18 H34 N3 Pt1 1+,56,C N N,C N N N,2,2
VEJRUY,C,1,1,0,0,Ag,C17 H26 Ag1 N2 1+,46,C C N N,N N,1,1
VEMREL,C,1,0,1,0,V,C25 H21 N2 O4 V1,53,N O O O O,N N O O O O,5,5
VENZOF,C,1,1,0,0,Re,C13 H9 N2 O4 Re1,29,C C C N N O,C C C N N O,1,1
VEPYOE,C,1,0,1,0,W,C14 H26 S2 Si1 W1,44,C C C C C S S,C C C C C C S S,6,6
VEQLAE,C,1,0,1,0,Re,C12 H14 Cl1 N2 O1 Re1,31,C C Cl N O,C C Cl N N O,5,5
VEQLIM,C,1,0,1,0,Re,C15 H23 N2 O1 P1 Re1 1+,43,C C N O P,C C N N O P,5,5
VERXUL,C,1,0,1,0,Nb,C22 H36 Cl3 Nb1 O2 Si1,65,C Cl Cl Cl O O,C C Cl Cl Cl O O,3,3
VESLEK,C,1,0,1,0,Zr,C29 H34 N1 Zr1 1+,65,C C C C C C C C C C C N,C C C C C C C C C C C C N,4,4
VESWUL,C,1,0,0,1,Pd,C21 H35 Cl4 N2 P1 Pd1,62,C Cl Cl N P,Cl Cl N P,4,2
VEVCOQ,C,1,0,1,0,Pd,C17 H42 N3 P2 Pd1 1+,65,C P P,C N P P,2,2
VEWJEP,C,1,0,0,1,Pd,C20 H22 N6 O2 Pd1 S2,53,N N S S,N N S S,0,2
VEWNOA,C,1,0,1,0,Ti,C18 H28 P2 Ti1,49,C C C C C C C C C C P P,C C C C C C C C C C C P P,2,2
VEWQUK,C,1,0,0,1,Ni,C29 H38 N4 Ni1 O1,73,N N N N,N N N N,4,2
VEWREV,C,1,0,0,1,Ni,C29 H38 N4 Ni1,72,C N N N,C N N N,4,2
VIFQOR,C,1,0,1,0,V,C13 H22 Cl2 N1 V1,39,C C C C Cl Cl N,C C C C C Cl Cl N,5,5
VIHHUS,C,1,0,1,0,Mn,C25 H42 Mn1 N2 O3 P2 1+,75,C C C P P,C C C C P P,1,1
VIMDAW,C,1,0,1,0,W,C8 H14 Cl4 O1 W1,28,C Cl Cl Cl Cl O,C C Cl Cl Cl Cl O,4,4
VIMFAA,C,1,0,1,0,Nb,C31 H31 Cl2 N2 Nb1 O3,70,Cl Cl N O O,Cl Cl N N O O,5,5
VIPDOQ,C,1,1,0,0,Au,C21 H17 Au1 F10 N2 S1,52,C C C S,C C C S,3,3
VIQQUH,C,1,0,1,0,Ru,C29 H39 Cl1 O1 P1 Ru1 1+,70,C C C C C C Cl P,C C C C C C C Cl P,4,4
VIQSOD,C,1,0,1,0,Ru,C27 H31 Cl1 O1 P1 Ru1 1+,62,C C C C C C Cl P,C C C C C C C Cl P,2,2
VIRHAG,C,1,1,0,0,Ru,C22 H44 O2 Ru1 Si4,73,C C C C C C C Si,C C C C C C C Si,2,2
VIRHEK,C,1,1,0,0,Ru,C26 H49 N1 O1 Ru1 Si4,82,C C C C C C N Si,C C C C C C N Si,2,2
VISNER,C,1,0,1,0,Ag,C28 H26 Ag1 N2 O2 S2 1+,61,N N O S S,N N S S,1,1
VISWUR,C,1,0,1,0,Pd,C19 H33 N3 Pd1,56,C C,C C N N,2,2
VISXAY,C,1,0,1,0,Pd,C19 H34 N3 O1 Pd1 1+,58,C C N O,C C N N N O,4,4
VITCUW,C,1,0,1,0,Pd,C13 H34 N1 P2 Pd1 1+,51,C P P,C N P P,2,2
VIXVII,C,1,0,0,1,Ru,C34 H26 N8 Ru1,69,N N N N N N,N N N N N N,6,2
VODDOI,C,1,0,1,0,Re,C26 H30 N3 O3 Re1,63,N N O O O,N N N O O O,7,7
VOGYIA,C,1,0,1,0,Pd,C14 H32 Cl1 N6 P2 Pd1 1+,56,Cl P P,Cl N P P,2,2
VOHYAU,C,1,0,1,0,Ti,C21 H28 Cl3 N3 Ti1,56,C Cl Cl Cl N N,Cl Cl Cl N N,4,4
VOHYEY,C,1,0,1,0,Ti,C17 H28 Cl3 N3 Ti1,52,C Cl Cl Cl N N,Cl Cl Cl N N,4,4
VOKQUI,C,1,0,1,0,Nb,C11 H20 Cl3 N2 Nb1 Si1,38,C C C C C Cl Cl Cl N,C C C C C Cl Cl Cl N N,5,5
VOKSIX,C,1,0,1,0,Nb,C24 H30 B1 Cl2 N6 Nb1,64,C Cl Cl N N N,C C Cl Cl N N N,3,3
VOLFOU,C,1,0,1,0,Zr,C40 H34 O4 Zr1,79,C C O O,C C O O O O,4,4
VOLGOV,C,1,0,1,0,Hf,C41 H36 Hf1 O4,82,C C O O,C C O O O O,4,4
VOLGUB,C,1,0,1,0,Zr,C41 H36 O4 Zr1,82,C C O O O,C C O O O O,4,4
VOLHAI,C,1,0,1,0,Zr,C42 H38 O4 Zr1,85,C C O O,C C O O O O,4,4
VOMGOU,C,1,0,1,0,Pt,C21 H52 N2 O4 Pt1 Si1,81,C C C O,C C C N N O,4,4
VOPFIP,C,1,0,0,1,Pt,C11 H10 Cl2 N2 Pt1,26,C Cl Cl N,C Cl Cl N,4,2
VOSPAW,C,1,0,1,0,Pd,C27 H28 Cl2 N1 P1 Pd1,60,Cl Cl P,Cl Cl N P,2,2
VUBCEC,C,1,0,1,0,Pd,C39 H30 N4 O1 Pd1,75,N N,N N N N,2,2
