IDs,metal,motif_class,mechanism_class,oxidation_delta_ilp_minus_reference,full_connectivity_match,metal_connectivity_match,ilp_oxidation,reference_oxidation,ilp_ligands,reference_ligands
VEJDUM,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,-2,1,1,2,4,Cc1c(C)c(C)[c-](C)c1C || Cc1cc(C)c(N2C=CN(Cc3ccccn3)C2)c(C)c1 || O=O,Cc1c(C)c(C)[c-](C)c1C || Cc1cc(C)c(N2[C]N(Cc3ccccn3)C=C2)c(C)c1 || [O-][O-]
VEJVEN,Pd,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1cccc(C)c1N[C-2]c1ccccc1N || [Cl-] || [Cl-],Cc1cccc(C)c1N[C]c1ccccc1N || [Cl-] || [Cl-]
VEJVOV,Zr,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CP(C)C || [CH2-][CH-]CC || c1cc[cH-]c1 || c1cc[cH-]c1,C=CCC || CP(C)C || c1cc[cH-]c1 || c1cc[cH-]c1
VENZOF,Re,carbonyl_like,metal_disconnection_or_ligand_partition,0,1,1,1,1,O=Cc1ccc[n-]1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1ccncc1,[C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [O-]C=C1C=CC=N1 || c1ccncc1
VEPMUZ,Pt,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]c2c3c(ccc2=C1)=CC=C[N-]3 || COc1ccccc1P(c1ccccc1OC)c1ccccc1OC || [CH3-],COc1ccccc1P(c1ccccc1OC)c1ccccc1OC || [CH3-] || c1cnc2c(c1)ccc1cccnc12
VEQFII,Ni,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,N || O=C(N=NC(=CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1ccc(Cl)cc1)c1ccccc1,N || [O-]C(=CC(=NN=C([O-])c1ccccc1)c1ccc(Cl)cc1)C(F)(F)C(F)(F)C(F)(F)F
VESMUB,Re,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CP(C)C || CP(C)C || Cc1ccc([C-2]N([O-])C(C)(C)C)cc1 || [C-]#[O+] || [C-]#[O+],CP(C)C || CP(C)C || Cc1ccc([C]N([O-])C(C)(C)C)cc1 || [C-]#[O+] || [C-]#[O+]
VEWZIH,Cr,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CN1[C-2]C=C(c2ccccc2)NC1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CN1[C]C=C(c2ccccc2)NC1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
VEZFOV,Ni,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || CC1([O-])CC(C)(C)OC(C)([O-])C1,CC1([O-])CC(C)(C)OC(C)([O-])C1 || c1ccc(-c2ccccn2)nc1
VIHHUS,Mn,carbonyl_like,metal_disconnection_or_ligand_partition,0,1,1,1,1,CCN(c1cccc(=[N+](CC)P(C(C)C)C(C)C)[cH-]1)P(C(C)C)C(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CCN(c1cccc(N(CC)P(C(C)C)C(C)C)c1)P(C(C)C)C(C)C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
VIJJIJ,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C[S-2](C)=O || [Cl-] || [O-]c1c(I)cc(Cl)c2cccnc12,CS(C)=O || [Cl-] || [O-]c1c(I)cc(Cl)c2cccnc12
VIKQAI,Pt,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,O=NN=O || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,[O-]N=N[O-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1
VINGEF,Ti,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,2,4,O=C([O-])CNCCN(CC(=O)[O-])CC(=O)[O-] || O=O,O=C([O-])CNCCN(CC(=O)[O-])CC(=O)[O-] || [O-][O-]
VINGUV,Ti,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,2,4,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)[O-] || O=O,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)[O-] || [O-][O-]
VIPDOQ,Au,other_C_bound_ligand,metal_disconnection_or_ligand_partition,0,1,1,3,3,Fc1[c-]c(F)c(F)c(F)c1F || Fc1[c-]c(F)c(F)c(F)c1F || [S-]CCN[C-]=[NH+]C1CCCCC1,Fc1[c-]c(F)c(F)c(F)c1F || Fc1[c-]c(F)c(F)c(F)c1F || [S-]CCN[C]NC1CCCCC1
VIRHAG,Ru,haptic_or_adjacent_multi_C,unresolved_positional_or_equivalence,0,1,1,2,2,C[Si](C)(C)C([SiH-])([Si](C)(C)C)[Si](C)(C)C || Cc1c(C)c(C)[c-](C)c1C || [C-]#[O+] || [C-]#[O+],C[Si](C)(C)C([SiH2-])([Si](C)(C)C)[Si](C)(C)C || Cc1c(C)c(C)[c-](C)c1C || [C-]#[O+] || [C-]#[O+]
VIRHEK,Ru,haptic_or_adjacent_multi_C,unresolved_positional_or_equivalence,0,1,1,2,2,C[Si](C)(C)C([SiH-])([Si](C)(C)C)[Si](C)(C)C || Cc1c(C)c(C)[c-](C)c1C || [C-]#[O+] || c1ccncc1,C[Si](C)(C)C([SiH2-])([Si](C)(C)C)[Si](C)(C)C || Cc1c(C)c(C)[c-](C)c1C || [C-]#[O+] || c1ccncc1
VIRXAW,Pt,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,0,1,4,2,c1ccc(P(N=C2[N-]CCS2)c2ccccc2)cc1 || c1ccc([P-2](N=C2[N-]CCS2)c2ccccc2)cc1,c1ccc(P(N=C2[N-]CCS2)c2ccccc2)cc1 || c1ccc(P(N=C2[N-]CCS2)c2ccccc2)cc1
VIRXOK,Pt,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,c1ccc(P(N=c2[n-]ncs2)c2ccccc2)cc1 || c1ccc([P-2](N=c2[n-]ncs2)c2ccccc2)cc1,c1ccc(P(N=c2[n-]ncs2)c2ccccc2)cc1 || c1ccc(P(N=c2[n-]ncs2)c2ccccc2)cc1
VIWPIB,Pt,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,c1ccc(P(N=c2[n-]ncs2)c2ccccc2)cc1 || c1ccc([P-2](N=c2[n-]ncs2)c2ccccc2)cc1,c1ccc(P(N=c2[n-]ncs2)c2ccccc2)cc1 || c1ccc(P(N=c2[n-]ncs2)c2ccccc2)cc1
VIXSIF,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CCN([C-2]Nc1ccccn1)CC || [Cl-],CCN([C]Nc1ccccn1)CC || [Cl-]
VIXSOL,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CCN([C-2]Nc1ccccn1)CC || FC(F)(F)c1[c-]c(C(F)(F)F)cc(C(F)(F)F)c1,CCN([C]Nc1ccccn1)CC || FC(F)(F)c1[c-]c(C(F)(F)F)cc(C(F)(F)F)c1
VIXSUR,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CN[C-2]Nc1ccccn1 || [Cl-],CN[C]Nc1ccccn1 || [Cl-]
VIXTAY,Au,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CN[C-2]Nc1ccccn1 || Fc1[c-]c(F)c(F)c(F)c1F,CN[C]Nc1ccccn1 || Fc1[c-]c(F)c(F)c(F)c1F
VIZZAH,Ni,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CCc1cc(-c2ccccc2)cc(CC)c1[N-]C(C)=C(C)[N-]c1c(CC)cc(-c2ccccc2)cc1CC || [Br-] || [Br-],CCc1cc(-c2ccccc2)cc(CC)c1N=C(C)C(C)=Nc1c(CC)cc(-c2ccccc2)cc1CC || [Br-] || [Br-]
VOBPUZ,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C[S-2](C)=O || [Cl-] || c1ccc(Cn2cc(CN(Cc3ccccn3)Cc3ccccn3)nn2)cc1,CS(C)=O || [Cl-] || c1ccc(Cn2cc(CN(Cc3ccccn3)Cc3ccccn3)nn2)cc1
VONSUP,Ru,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,4,1,1,6,2,CC(C)N=C(c1ccccc1)P(C(C)C)C(C)C || C[S-2](C)=O || C[S-2](C)=O || [Cl-] || [Cl-],CC(C)N=C(c1ccccc1)P(C(C)C)C(C)C || CS(C)=O || CS(C)=O || [Cl-] || [Cl-]
VOWFOC,Re,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(C)N[C-2]Nc1ccccc1 || [Br-] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CC(C)N[C]Nc1ccccc1 || [Br-] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
VOWFUI,Re,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(C)N[C-2]Nc1ccccc1 || [Br-] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(C)N[C]Nc1ccccc1 || [Br-] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1ccc(P(c2ccccc2)c2ccccc2)cc1
VOYWIP,Ni,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,N || O=C(C=C(N=NC(=O)c1ccccc1)c1ccc(F)cc1)c1ccc(F)cc1,N || [O-]C(=CC(=NN=C([O-])c1ccccc1)c1ccc(F)cc1)c1ccc(F)cc1
VUBYEX,Ag,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(C)c1cccc(C(C)C)c1N1[C-2]N(c2c(C(C)C)cccc2C(C)C)CCCC1 || [Br-],CC(C)c1cccc(C(C)C)c1N1[C]N(c2c(C(C)C)cccc2C(C)C)CCCC1 || [Br-]
VUBZEY,Cu,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,3,1,CC(C)c1cccc(C(C)C)c1N1[C-2]N(c2c(C(C)C)cccc2C(C)C)CCCC1 || [Br-],CC(C)c1cccc(C(C)C)c1N1[C]N(c2c(C(C)C)cccc2C(C)C)CCCC1 || [Br-]
VUCQIU,Pd,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(c1ccccc1)N([C]Nc1ccc(C(F)(F)F)cc1)CCCN([C-2]Nc1ccc(C(F)(F)F)cc1)C(C)c1ccccc1 || [Br-] || [Br-],CC(c1ccccc1)N([C]Nc1ccc(C(F)(F)F)cc1)CCCN([C]Nc1ccc(C(F)(F)F)cc1)C(C)c1ccccc1 || [Br-] || [Br-]
VUTKIG,Pt,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C=C[S-2](=O)C1CC2C(C)=C(C)C1P2c1ccccc1 || [Cl-] || [Cl-],C=CS(=O)C1CC2C(C)=C(C)C1P2c1ccccc1 || [Cl-] || [Cl-]
WAHBUE,Pd,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,CC(=CC(=O)c1ccccc1)N=NC(=S)SCc1ccccc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(C=C([O-])c1ccccc1)=NN=C([S-])SCc1ccccc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1
WAKGAS,Ti,halide_containing_no_M_C,metal_disconnection_or_ligand_partition,0,1,1,4,4,O=C(C=C([N-]c1ccccc1)C(F)(F)F)c1cccc(C(F)(F)F)c1 || [Cl-] || [Cl-] || [O-]C(=CC(=Nc1ccccc1)C(F)(F)F)c1cccc(C(F)(F)F)c1,[Cl-] || [Cl-] || [O-]C(=CC(=Nc1ccccc1)C(F)(F)F)c1cccc(C(F)(F)F)c1 || [O-]C(=CC(=Nc1ccccc1)C(F)(F)F)c1cccc(C(F)(F)F)c1
WAMXOY,Fe,N_O_only_coordination,coupled_ligand_charge_and_oxidation,2,1,1,4,2,c1ccc(=Nc2[n-]c(N=c3cccc[n-]3)c3ccccc23)[n-]c1 || c1ccc(N=C2[N-]C(=Nc3ccccn3)c3ccccc32)nc1,c1ccc(N=C2[N-]C(=Nc3ccccn3)c3ccccc32)nc1 || c1ccc(N=C2[N-]C(=Nc3ccccn3)c3ccccc32)nc1
WAQVIT,Ni,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,N#CC(=[Se])C(=[Se])C#N || c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,N#CC([Se-])=C([Se-])C#N || c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
WASLUY,Mn,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,3,1,C1=Cc2cccc3c2C1=C[CH-][CH-]3 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],C1=Cc2cccc3cccc1c23 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
WAVWUN,Nb,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,5,5,CC(C)[O-] || CC(C)[O-] || CC(C)[O-] || CC(C)[O-] || O=C(C=C1[N-]c2ccccc2S1)C(F)(F)F,CC(C)[O-] || CC(C)[O-] || CC(C)[O-] || CC(C)[O-] || [O-]C(=Cc1nc2ccccc2s1)C(F)(F)F
WEDXIM,Cr,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,F[C-2]N1CCC(c2ccccc2)CC1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],F[C]N1CCC(c2ccccc2)CC1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
WEHFEW,W,carbonyl_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CSC(=Nc1ccccc1)C(C)[C-2]N1CCCC1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],CSC(=Nc1ccccc1)C(C)[C]N1CCCC1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
WEJBOE,Ru,halide_containing_no_M_C,coupled_ligand_charge_and_oxidation,4,1,1,6,2,C(=C[N-]C1CCCCC1)[N-]C1CCCCC1 || C(=C[N-]C1CCCCC1)[N-]C1CCCCC1 || [Cl-] || [Cl-],C(C=NC1CCCCC1)=NC1CCCCC1 || C(C=NC1CCCCC1)=NC1CCCCC1 || [Cl-] || [Cl-]
WELWIT,Pt,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,N#CC(=S)C(=S)C#N || c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,N#CC([S-])=C([S-])C#N || c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
WELWOZ,Pt,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,N#CC(=S)C(=S)C#N || c1ccc(P(c2ccccc2)c2ccccc2P(c2ccccc2)c2ccccc2)cc1,N#CC([S-])=C([S-])C#N || c1ccc(P(c2ccccc2)c2ccccc2P(c2ccccc2)c2ccccc2)cc1
WEMTEP,Mo,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,2,4,N#CC(=S)C(=S)C#N || [O-2] || [SH-] || c1ccc(-c2ccccn2)nc1,N#CC([S-])=C([S-])C#N || [O-2] || [SH-] || c1ccc(-c2ccccn2)nc1
WENPIR,Mn,carbonyl_like,unresolved_positional_or_equivalence,0,1,1,1,1,[C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc([Si-]c2ccccc2)cc1,[C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc([SiH-]c2ccccc2)cc1
WEQCOL,Fe,haptic_or_adjacent_multi_C,metal_disconnection_or_ligand_partition,0,1,1,2,2,CC(=S)C=[C-]N(C)c1c(C)cccc1C || [C-]#[O+] || c1cc[cH-]c1,CC([S-])=C[C]N(C)c1c(C)cccc1C || [C-]#[O+] || c1cc[cH-]c1
WEQGEE,Ir,carbonyl_like,coupled_ligand_charge_and_oxidation,-2,1,1,1,3,Fc1c(F)c(F)c([S-])c(F)c1F || O=O || [C-]#[O+] || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,Fc1c(F)c(F)c([S-])c(F)c1F || [C-]#[O+] || [O-][O-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1
WETLOX,Pd,C_N_donor_cyanide_or_isocyanide,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CN(C)P(N(C)C)N(C)C || [CH-2]N(C(C)C)C(C)C || [Cl-] || [Cl-],CN(C)P(N(C)C)N(C)C || [CH]N(C(C)C)C(C)C || [Cl-] || [Cl-]
WETLUD,Pd,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)N([C-2]C(C)(C)c1ccccc1P(c1ccccc1)c1ccccc1)C(C)C || [Cl-] || [Cl-],CC(C)N([C]C(C)(C)c1ccccc1P(c1ccccc1)c1ccccc1)C(C)C || [Cl-] || [Cl-]
WEXFAI,V,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,3,5,O || O=C([O-])c1cccc(C(=O)[O-])n1 || O=O || [O-2],O || O=C([O-])c1cccc(C(=O)[O-])n1 || [O-2] || [O-][O-]
WEXMUI,Cr,heterocyclic_carbene_like,coupled_ligand_charge_and_oxidation,2,1,1,2,0,CN1[C-2]C=C(c2ccccc2)N1C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,CN1[C]C=C(c2ccccc2)N1C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1ccc(P(c2ccccc2)c2ccccc2)cc1
WIDLOK,Re,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,-2,1,1,3,5,CC(C)(C)[N-2] || COC(=O)C(=[Se])C(=[Se])C(=O)OC || Cc1c(C)c(C)[c-](C)c1C,CC(C)(C)[N-2] || COC(=O)C([Se-])=C([Se-])C(=O)OC || Cc1c(C)c(C)[c-](C)c1C
WIDVOV,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CS(C)=O || C[S-2](C)=O || [Cl-] || [Cl-] || c1ccc(Nc2ccccn2)nc1,CS(C)=O || CS(C)=O || [Cl-] || [Cl-] || c1ccc(Nc2ccccn2)nc1
WIDWAI,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CS(C)=O || CS(C)=O || C[S-2](C)=O || [Cl-] || c1ccc(Nc2ccccn2)nc1,CS(C)=O || CS(C)=O || CS(C)=O || [Cl-] || c1ccc(Nc2ccccn2)nc1
WIGFUN,W,other_C_bound_ligand,coupled_ligand_charge_and_oxidation,-2,1,1,4,6,CP(C)C || CP(C)C || O=Cc1ccccc1 || [Se-2] || [Se-2],CP(C)C || CP(C)C || [O-][CH-]c1ccccc1 || [Se-2] || [Se-2]
WIHTAI,Mo,carbonyl_like,metal_disconnection_or_ligand_partition,0,1,1,0,0,[C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [CH2-]c1n(C)c(C)c(C)[n+]1C,C=C1N(C)C(C)=C(C)N1C || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+]
WIJVIU,Pd,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,0,2,N#CC(=S)C(=S)C#N || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1,N#CC([S-])=C([S-])C#N || c1ccc(P(c2ccccc2)c2ccccc2)cc1 || c1ccc(P(c2ccccc2)c2ccccc2)cc1
WILKUA,Pt,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,C[S-2](C)=O || Cc1ccc2c(Cl)cc(Cl)c([O-])c2n1 || [Cl-],CS(C)=O || Cc1ccc2c(Cl)cc(Cl)c([O-])c2n1 || [Cl-]
WIMVEU,Mn,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-2,1,1,3,5,CCC1(CC)C(=O)[N-]C(C)(C)C(=O)N=c2ccccc2=NC(=O)C(C)(C)[N-]C1=O || [O-2],CCC1(CC)C(=O)[N-]C(C)(C)C(=O)[N-]c2ccccc2[N-]C(=O)C(C)(C)[N-]C1=O || [O-2]
WIVNUK,Re,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,5,5,O=C(C=C1C=CC=C(CC(=O)c2ccccc2)[N-]1)c1ccccc1 || [O-2] || [O-]C(=Cc1cccc(C=C([O-])c2ccccc2)n1)c1ccccc1,O=C(Cc1cccc(C=C([O-])c2ccccc2)n1)c1ccccc1 || [O-2] || [O-]C(=Cc1cccc(C=C([O-])c2ccccc2)n1)c1ccccc1
WIWNUO,Pd,C_N_donor_cyanide_or_isocyanide,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)c1cccc(C(C)C)c1N[C-2]N1CCOCC1 || [C-]#[N+]c1c(C(C)C)cccc1C(C)C || [Cl-] || [Cl-],CC(C)c1cccc(C(C)C)c1N[C]N1CCOCC1 || [C-]#[N+]c1c(C(C)C)cccc1C(C)C || [Cl-] || [Cl-]
WIWPAW,Pd,C_N_donor_cyanide_or_isocyanide,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CC(C)c1cccc(C(C)C)c1N[C-2]N1CCCCC1 || [C-]#[N+]c1c(C(C)C)cccc1C(C)C || [Cl-] || [Cl-],CC(C)c1cccc(C(C)C)c1N[C]N1CCCCC1 || [C-]#[N+]c1c(C(C)C)cccc1C(C)C || [Cl-] || [Cl-]
WIWQEA,Mo,N_O_only_coordination,coupled_ligand_charge_and_oxidation,-4,1,1,2,6,O=O || O=O || [O-2] || c1ccc(-c2cc[nH]n2)nc1,[O-2] || [O-][O-] || [O-][O-] || c1ccc(-c2cc[nH]n2)nc1
WIXYAF,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CS(C)=O || C[S-2](C)=O || [Cl-] || [Cl-] || c1cnc(-n2cccn2)nc1,CS(C)=O || CS(C)=O || [Cl-] || [Cl-] || c1cnc(-n2cccn2)nc1
WIXYEJ,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CS(C)=O || C[S-2](C)=O || [Cl-] || [Cl-] || c1cnc(-n2cccn2)nc1,CS(C)=O || CS(C)=O || [Cl-] || [Cl-] || c1cnc(-n2cccn2)nc1
WOCZOE,Pd,N_O_only_coordination,metal_disconnection_or_ligand_partition,0,1,1,2,2,CC(=O)[O-] || O=[N+]([O-])c1ccc(S(=O)(=O)N=c2cccc3ccc4ccc[n-]c4c23)cc1 || c1ccncc1,CC(=O)[O-] || O=[N+]([O-])c1ccc(S(=O)(=O)[N-]c2cccc3ccc4cccnc4c23)cc1 || c1ccncc1
WOHNEM,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,6,1,1,8,2,CC(=O)[O-] || CC(=O)[O-] || C[S-2](C)=O || C[S-2](C)=O || C[S-2](C)=O || O,CC(=O)[O-] || CC(=O)[O-] || CS(C)=O || CS(C)=O || CS(C)=O || O
WOHNIQ,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,6,1,1,8,2,C[S-2](C)=O || C[S-2](C)=O || C[S-2](C)=O || O || O=C([O-])C(F)(F)F || O=C([O-])C(F)(F)F,CS(C)=O || CS(C)=O || CS(C)=O || O || O=C([O-])C(F)(F)F || O=C([O-])C(F)(F)F
WOHYOK,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CCN(CC)c1ccc2cc(C(=O)NN=Cc3ccccc3)c(=O)oc2c1 || CS(C)=O || C[S-2](C)=O || [Cl-] || [Cl-],CCN(CC)c1ccc2cc(C(=O)NN=Cc3ccccc3)c(=O)oc2c1 || CS(C)=O || CS(C)=O || [Cl-] || [Cl-]
WOHYUQ,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CCN(CC)c1ccc2cc(C(=O)NN=Cc3ccc(Cl)cc3)c(=O)oc2c1 || CS(C)=O || C[S-2](C)=O || [Cl-] || [Cl-],CCN(CC)c1ccc2cc(C(=O)NN=Cc3ccc(Cl)cc3)c(=O)oc2c1 || CS(C)=O || CS(C)=O || [Cl-] || [Cl-]
WOJBUV,Ru,haptic_or_adjacent_multi_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,Cc1ccc(C(C)C)cc1 || FC1=C[N-]C(=C2C=CC(F)=C[N-]2)C=C1 || [Cl-],Cc1ccc(C(C)C)cc1 || Fc1ccc(-c2ccc(F)cn2)nc1 || [Cl-]
WOJSUJ,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CS(C)=O || C[S-2](C)=O || Cc1cc2ncn(C)c2cc1C || Cc1cc2ncn(C)c2cc1C || [Br-] || [Br-],CS(C)=O || CS(C)=O || Cc1cc2ncn(C)c2cc1C || Cc1cc2ncn(C)c2cc1C || [Br-] || [Br-]
WOJTEU,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CS(C)=O || C[S-2](C)=O || [Cl-] || [Cl-] || c1ccc2[nH]cnc2c1 || c1ccc2[nH]cnc2c1,CS(C)=O || CS(C)=O || [Cl-] || [Cl-] || c1ccc2[nH]cnc2c1 || c1ccc2[nH]cnc2c1
WOJTUK,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,2,1,1,4,2,CS(C)=O || C[S-2](C)=O || Cc1cc2ncn(C)c2cc1C || Cc1cc2ncn(C)c2cc1C || [Cl-] || [Cl-],CS(C)=O || CS(C)=O || Cc1cc2ncn(C)c2cc1C || Cc1cc2ncn(C)c2cc1C || [Cl-] || [Cl-]
WOLNIX,Ru,S_Se_donor_no_M_C,coupled_ligand_charge_and_oxidation,4,1,1,6,2,C[S-2](C)=O || C[S-2](C)=O || [Cl-] || [Cl-] || c1ccc(Cn2cc(-c3ccccn3)nn2)cc1,CS(C)=O || CS(C)=O || [Cl-] || [Cl-] || c1ccc(Cn2cc(-c3ccccn3)nn2)cc1
WOPQIB,Co,P_donor_no_M_C,coupled_ligand_charge_and_oxidation,-2,1,1,1,3,CP(C)CCCP(C)C || CP(C)CCCP(C)C || [Se]=[Se],CP(C)CCCP(C)C || CP(C)CCCP(C)C || [Se-][Se-]
