CSD_code,SMILES_tmQM,q,s,metal_symbol,coordination_number_tmQM,SMILES_CSD_fixed,coordination_number_CSD_fixed,SMILES_G
GEQYOT,COc1cccc2C=N(c3c(C(C)C)cccc3C(C)C)->[Pd+2]3(<-[O-]c21)<-[O-]c1c(C=N->3c2c(C(C)C)cccc2C(C)C)cccc1OC,0,0,Pd,4,COc1cccc2C=N(c3c(C(C)C)cccc3C(C)C)->[Pd+2]3(<-[O-]c21)<-[O-]c1c(C=N->3c2c(C(C)C)cccc2C(C)C)cccc1OC,4.0,COc1cccc2C=[N:2Π](c3c(C(C)C)cccc3C(C)C)->[Pd+2Π]3(<-[O-:1Π]c21)<-[O-:3Π]c1c(C=[N:4Π]->3c2c(C(C)C)cccc2C(C)C)cccc1OC
CALROX,CC(C)(C)S1CC[C-]2=C(Cl)CN(C)(C)->[Pd+2]<-2<-1<-[Cl-],0,0,Pd,4,CC(C)(C)S1CC[C-]2=C(Cl)CN(C)(C)->[Pd+2]<-2<-1<-[Cl-],4.0,CC(C)(C)[S:2Π]1CC[C-:3Π]2=C(Cl)C[N:4Π](C)(C)->[Pd+2Π]<-2<-1<-[Cl-:1Π]
VICPOO,NC1=NN(=Cc2ccc(Cl)cc2)->[Pd+2]2(<-[S-]1)<-[S-]C(N)=NN->2=Cc1ccc(Cl)cc1,0,0,Pd,4,NC1=NN(=Cc2ccc(Cl)cc2)->[Pd+2]2(<-[S-]1)<-[S-]C(N)=NN->2=Cc1ccc(Cl)cc1,4.0,
QAVMOP,CCS1CC(Op2(->[Pd+2]<-13<-[cH-]1c(=O)oc(=O)[cH-]->31)oc1ccc3ccccc3c1c1c(ccc3ccccc31)o2)c1ccccc1,0,0,Pd,4,CCS1CC(Op2(->[Pd]<-13<-C1=C->3C(=O)OC1=O)oc1ccc3ccccc3c1c1c(ccc3ccccc31)o2)c1ccccc1,4.0,
WUJQEZ,CC(C)c1cccc(C(C)C)c1N1=Cc2cccc[c-]2->[Pd+2]<-12<-[O-]c1ccccc1C=N->2C(C)C12CC3CC(CC(C3)C1)C2,0,0,Pd,4,CC(C)c1cccc(C(C)C)c1N1=Cc2cccc[c-]2->[Pd+2]<-12<-[O-]c1ccccc1C=N->2C(C)C12CC3CC(CC(C3)C1)C2,4.0,CC(C)c1cccc(C(C)C)c1[N:2Π]1=Cc2cccc[c-:3Π]2->[Pd+2Π]<-12<-[O-:1Π]c1ccccc1C=[N:4Π]->2C(C)C12CC3CC(CC(C3)C1)C2
YUGLIW,CC1CCN(C2=S->[Ni+2](<-[N-]=C=S)(<-[S-]2)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)CC1,0,0,Ni,4,,,
ROFDIZ,CC(C)=O->[Pd+2]1(<-O=C(C)C)<-[C-]2(C(=O)Oc3ccccc3)C(C)(C)C2(C(=O)Oc2ccccc2)C2(C(=O)Oc3ccccc3)C(C)(C)[C-]->12C(=O)Oc1ccccc1,0,0,Pd,4,CC(C)=O->[Pd+2]1(<-O=C(C)C)<-[C-]2(C(=O)Oc3ccccc3)C(C)(C)C2(C(=O)Oc2ccccc2)C2(C(=O)Oc3ccccc3)C(C)(C)[C-]->12C(=O)Oc1ccccc1,4.0,CC(C)=[O:2Π]->[Pd+2Π]1(<-[O:1Π]=C(C)C)<-[C-:4Π]2(C(=O)Oc3ccccc3)C(C)(C)C2(C(=O)Oc2ccccc2)C2(C(=O)Oc3ccccc3)C(C)(C)[C-:3Π]->12C(=O)Oc1ccccc1
KIGYEE,CN12CCCN3(C)CC[S-]->[Ni+2]<-1<-3<-[S-]CC2,0,0,Ni,4,CN12CCCN3(C)CC[S-]->[Ni+2]<-1<-3<-[S-]CC2,4.0,
XOQTUU,Cc1ccc([NH-]->[Pd+2]23<-[CH-](c4ccccc4P->2(C(C)C)C(C)C)c2ccccc2P->3(C(C)C)C(C)C)cc1,0,0,Pd,4,Cc1ccc([NH-]->[Pd+2]23<-[CH-](c4ccccc4P->2(C(C)C)C(C)C)c2ccccc2P->3(C(C)C)C(C)C)cc1,4.0,Cc1ccc([NH-:2Π]->[Pd+2Π]23<-[CH-:4Π](c4ccccc4[P:1Π]->2(C(C)C)C(C)C)c2ccccc2[P:3Π]->3(C(C)C)C(C)C)cc1
WOVBAM,CN12->[Pd+2]34<-[N-](C(=O)C1)c1ccccc1[N-]->3C(=O)CN->4(C)CCC2,0,0,Pd,4,CN12->[Pd+2]34<-[N-](C(=O)C1)c1ccccc1[N-]->3C(=O)CN->4(C)CCC2,4.0,C[N:3Π]12->[Pd+2Π]34<-[N-:2Π](C(=O)C1)c1ccccc1[N-:1Π]->3C(=O)C[N:4Π]->4(C)CCC2
JEWFOH,CC(C)c1cccc(C(C)C)c1N1C=CN(c2ccccn2)[C]1->[Pd+2](<-[CH3-])(<-[CH3-])<-[C]1N(c2ccccn2)C=CN1c1c(C(C)C)cccc1C(C)C,0,0,Pd,4,CC(C)c1cccc(C(C)C)c1N1C=CN(c2ccccn2)[C]1->[Pd+2](<-[CH3-])(<-[CH3-])<-[C]1N(c2ccccn2)C=CN1c1c(C(C)C)cccc1C(C)C,4.0,CC(C)c1cccc(C(C)C)c1N1C=CN(c2ccccn2)[C:2Π]1->[Pd+2Π](<-[CH3-:4Π])(<-[CH3-:3Π])<-[C:1Π]1N(c2ccccn2)C=CN1c1c(C(C)C)cccc1C(C)C
POJJOP,Cc1ccc(N2Cc3ccccn3->[Pd+2]<-2(<-[Cl-])<-[Cl-])cc1,0,0,Pd,4,Cc1ccc(N2Cc3ccccn3->[Pd+2]<-2(<-[Cl-])<-[Cl-])cc1,4.0,Cc1ccc([N:3Π]2Cc3cccc[n:4Π]3->[Pd+2Π]<-2(<-[Cl-:2Π])<-[Cl-:1Π])cc1
WIPJUD,c1ccc(P(c2ccccc2)(c2ccccc2)->[Pd+2]23<-[O-]c4ccccc4[N-]->2[P+](c2ccccc2)(c2ccccc2)c2cccc[c-]->32)cc1,0,0,Pd,4,c1ccc(P2(c3ccccc3)c3cccc[c-]3->[Pd+2]3(<-[O-]c4ccccc4N->3=2)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,4.0,c1ccc(P2(c3ccccc3)c3cccc[c-:4Π]3->[Pd+2Π]3(<-[O-:2Π]c4ccccc4[N:3Π]->3=2)<-[P:1Π](c2ccccc2)(c2ccccc2)c2ccccc2)cc1
PAQYOY,Cc1cccc(C)c1[N+]#[C-]->[Pd+2](<-[I-])(<-[I-])<-[C](NNC(=O)c1ccc(Cl)cc1)Nc1c(C)cccc1C,0,0,Pd,4,Cc1cccc(C)c1[N+]#[C-]->[Pd+2](<-[I-])(<-[I-])<-[C](NNC(=O)c1ccc(Cl)cc1)Nc1c(C)cccc1C,4.0,Cc1cccc(C)c1N+#[C-:4Π]->[Pd+2Π](<-[I-:1Π])(<-[I-:3Π])<-[C:2Π](NNC(=O)c1ccc(Cl)cc1)Nc1c(C)cccc1C
ZOQBUF,CC(C)=CCCC(C)CC=N1N=C(N)[S-]->[Pt+2]<-12<-[S-]C(N)=NN->2=CCC(C)CCC=C(C)C,0,0,Pt,4,CC(C)=CCCC(C)CC=N1N=C(N)[S-]->[Pt+2]<-12<-[S-]C(N)=NN->2=CCC(C)CCC=C(C)C,4.0,CC(C)=CCCC(C)CC=[N:4Π]1N=C(N)[S-:1Π]->[Pt+2Π]<-12<-[S-:3Π]C(N)=N[N:2Π]->2=CCC(C)CCC=C(C)C
COZHAA,[CH]CCCc1ccc(N2=Cc3ccccc3[O-]->[Pd+2]<-23<-[O-]c2ccccc2C=N->3c2ccc(CCC[CH])cc2)cc1,0,0,Pd,4,CCCCc1ccc(N2=Cc3ccccc3[O-]->[Pd+2]<-23<-[O-]c2ccccc2C=N->3c2ccc(CCCC)cc2)cc1,4.0,CCCCc1ccc([N:2Π]2=Cc3ccccc3[O-:3Π]->[Pd+2Π]<-23<-[O-:1Π]c2ccccc2C=[N:4Π]->3c2ccc(CCCC)cc2)cc1
PESKAZ,CCCCP(CCCC)(CCCC)->[Pt+2]1(<-[Cl-])<-P(NP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,1,0,Pt,4,CCCCP(CCCC)(CCCC)->[Pt+2]1(<-[Cl-])<-P(NP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,4.0,
EBOROD,CCN(CC)c1ccc2C=N3N=C([O-]->[Pd+6]<-3(<-[O-]c2c1)<-n1ccccc1)c1ccc(C=Cc2ccc(N([O-])[O-])cc2N([O-])[O-])cc1,0,0,Pd,4,CCN(CC)c1ccc2C=N3N=C([O-]->[Pd+2]<-3(<-[O-]c2c1)<-n1ccccc1)c1ccc(C=Cc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,4.0,CCN(CC)c1ccc2C=[N:2Π]3N=C([O-:1Π]->[Pd+2Π]<-3(<-[O-:3Π]c2c1)<-[n:4Π]1ccccc1)c1ccc(C=Cc2ccc(N+(=O)O-)cc2N+(=O)O-)cc1
PAFTOG,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Pd]<-[C]2N(c3c(C)cc(C)cc3C)C=CN2c2c(C)cc(C)cc2C)c(C)c1,0,0,Pd,2,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Pd]<-[C]2N(c3c(C)cc(C)cc3C)C=CN2c2c(C)cc(C)cc2C)c(C)c1,2.0,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C:1Π]2->[PdΠ]<-[C:2Π]2N(c3c(C)cc(C)cc3C)C=CN2c2c(C)cc(C)cc2C)c(C)c1
FABHIZ,O=C1[O-]->[Pd+2]2(<-[O-]C(=O)C3CC(O)CN->23)<-N2CC(O)CC12,0,0,Pd,4,O=C1[O-]->[Pd+2]2(<-[O-]C(=O)C3CC(O)CN->23)<-N2CC(O)CC12,4.0,O=C1[O-:2Π]->[Pd+2Π]2(<-[O-:1Π]C(=O)C3CC(O)C[N:4Π]->23)<-[N:3Π]2CC(O)CC12
QUTKAT,CC1c2cnccn2->[Ni+2]234(<-N=1N=c1cc(Cl)nc[n-]->21)<-N(N=c1cc(Cl)nc[n-]->31)=C(C)c1cnccn->41,0,0,Ni,6,CC1c2cnccn2->[Ni+2]234(<-N=1[N-]c1cc(Cl)ncn->21)<-N([N-]c1cc(Cl)ncn->31)=C(C)c1cnccn->41,6.0,CC1c2cncc[n:5Π]2->[Ni+2Π]234(<-[N:2Π]=1N-c1cc(Cl)nc[n:3Π]->21)<-[N:4Π](N-c1cc(Cl)nc[n:6↓]->31)=C(C)c1cncc[n:1↑]->41
JOVZOM,CC(C)P1(Oc2cccc3OP(C(C)C)(C(C)C)->[Ni+2]<-1(<-[c-]1ccccc1)<-[c-]23)C(C)C,0,0,Ni,4,CC(C)P1(Oc2cccc3OP(C(C)C)(C(C)C)->[Ni+2]<-1(<-[c-]1ccccc1)<-[c-]23)C(C)C,4.0,CC(C)[P:1Π]1(Oc2cccc3O[P:3Π](C(C)C)(C(C)C)->[Ni+2Π]<-1(<-[c-:4Π]1ccccc1)<-[c-:2Π]23)C(C)C
KIJJOD,Cc1cccc(C)c1N1=Cc2ccccc2-c2cccc3-c4ccccc4C=N(c4c(C)cccc4C)->[Pd+2]<-1(<-[I-])<-[c-]23,0,0,Pd,4,Cc1cccc(C)c1N1=Cc2ccccc2-c2cccc3-c4ccccc4C=N(c4c(C)cccc4C)->[Pd+2]<-1(<-[I-])<-[c-]23,4.0,Cc1cccc(C)c1[N:4Π]1=Cc2ccccc2-c2cccc3-c4ccccc4C=[N:2Π](c4c(C)cccc4C)->[Pd+2Π]<-1(<-[I-:1Π])<-[c-:3Π]23
HAZFAS,CC(C)P1(c2ccccc2[S-]->[Ni+2]<-12<-[S-]c1ccccc1P->2(C(C)C)C(C)C)C(C)C,0,0,Ni,4,,,
EKOXAD,[CH3-]->[Pt+2]1(<-[CH3-])<-P(C[Si](CP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,0,0,Pt,4,[CH3-]->[Pt+2]1(<-[CH3-])<-P(C[Si](CP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,4.0,[CH3-:4Π]->[Pt+2Π]1(<-[CH3-:3Π])<-[P:1Π](C[Si](C[P:2Π]->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
COHBIN,CCN(CC)c1ccc2C=N3c4ccccc4[O-]->[Ni+2]<-3(<-[O-]c2c1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,0,0,Ni,4,CCN(CC)c1ccc2C=N3c4ccccc4[O-]->[Ni+2]<-3(<-[O-]c2c1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,4.0,CCN(CC)c1ccc2C=[N:3Π]3c4ccccc4[O-:2Π]->[Ni+2Π]<-3(<-[O-:4Π]c2c1)<-[P:1Π](c1ccccc1)(c1ccccc1)c1ccccc1
NAVPIJ,CCP(CC)(CC)->[Pt+4]1(<-[Cl-])<-[NH-]c2cccc3c([O-])c4ccccc4c([O-]->1)c23,0,0,Pt,4,CCP(CC)(CC)->[Pt+2]1(<-[Cl-])<-[NH-]c2cccc3c2C(=O->1)c1ccccc1C3=O,4.0,CC[P:2Π](CC)(CC)->[Pt+2Π]1(<-[Cl-:1Π])<-[NH-:4Π]c2cccc3c2C(=[O:3Π]->1)c1ccccc1C3=O
HUXCIO,CC1N2C=CN(C)[C]2->[Pd+2](<-[CH3-])(<-[Cl-])<-N=1c1c(C(C)C)cccc1C(C)C,0,0,Pd,4,CC1N2C=CN(C)[C]2->[Pd+2](<-[CH3-])(<-[Cl-])<-N=1c1c(C(C)C)cccc1C(C)C,4.0,CC1N2C=CN(C)[C:3Π]2->[Pd+2Π](<-[CH3-:4Π])(<-[Cl-:1Π])<-[N:2Π]=1c1c(C(C)C)cccc1C(C)C
LIPCOE,CN1(C)Cc2cccc[c-]2->[Pd+2]<-12<-[O-]S(=O)(=O)CC(c1ccccc1)P->2(c1ccccc1)c1ccccc1,0,0,Pd,4,CN1(C)Cc2cccc[c-]2->[Pd+2]<-12<-[O-]S(=O)(=O)CC(c1ccccc1)P->2(c1ccccc1)c1ccccc1,4.0,C[N:3Π]1(C)Cc2cccc[c-:4Π]2->[Pd+2Π]<-12<-[O-:2Π]S(=O)(=O)CC(c1ccccc1)[P:1Π]->2(c1ccccc1)c1ccccc1
SOSVEB,C1=CC2=C[N-]3N=c4sc5ccccc5[n-]4->[Ni+2]<-3(<-S=C2C=C1)<-n1ccccc1,0,0,Ni,4,,,
SEJQUV,Cc1cc(C)c(N2C=CN3c4cccc5N6C=CN(c7c(C)cc(C)cc7C)[C]6->[Pt+2](<-[CH2-]CN6CCOCC6)(<-[C]23)<-n45)c(C)c1,1,0,Pt,4,Cc1cc(C)c(N2C=CN3c4cccc5N6C=CN(c7c(C)cc(C)cc7C)[C]6->[Pt+2](<-[CH2-]CN6CCOCC6)(<-[C]23)<-n45)c(C)c1,4.0,Cc1cc(C)c(N2C=CN3c4cccc5N6C=CN(c7c(C)cc(C)cc7C)[C:4Π]6->[Pt+2Π](<-[CH2-:3Π]CN6CCOCC6)(<-[C:2Π]23)<-[n:1Π]45)c(C)c1
QETTIT,N#Cc1cc2nc3=C4C=CC=C[N-]4->[Pd+4](<-[Cl-])(<-[Cl-])<-[N-]4C=CC=CC4=c3nc2cc1C#N,0,0,Pd,4,N#Cc1cc2nc3-c4ccccn4->[Pd+2](<-[Cl-])(<-[Cl-])<-n4ccccc4-c3nc2cc1C#N,4.0,N#Cc1cc2nc3-c4cccc[n:4Π]4->[Pd+2Π](<-[Cl-:1Π])(<-[Cl-:2Π])<-[n:3Π]4ccccc4-c3nc2cc1C#N
ANAJUW,O=C1[O-]->[Ni+2]2(<-O)(<-O)(<-[O-]C(=O)C3C1C1CCC3O->21)<-n1cc[nH]c1,0,0,Ni,6,O=C1[O-]->[Ni+2]2(<-O)(<-O)(<-[O-]C(=O)C3C1C1CCC3O->21)<-n1cc[nH]c1,6.0,O=C1[O-:2Π]->[Ni+2Π]2(<-[O:4Π])(<-[O:5Π])(<-[O-:3Π]C(=O)C3C1C1CCC3[O:6↓]->21)<-[n:1↑]1cc[nH]c1
KABTAL,Cc1cccc(C)c1N1=C2C(=N(c3c(C(c4ccc(F)cc4)c4ccc(F)cc4)cc(C(c4ccc(F)cc4)c4ccc(F)cc4)c4ccccc34)->[Ni+2]<-1(<-[Br-])<-[Br-])c1cccc3cccc2c13,0,0,Ni,4,Cc1cccc(C)c1N1=C2C(=N(c3c(C(c4ccc(F)cc4)c4ccc(F)cc4)cc(C(c4ccc(F)cc4)c4ccc(F)cc4)c4ccccc34)->[Ni+2]<-1(<-[Br-])<-[Br-])c1cccc3cccc2c13,4.0,
RABGUZ,CC(C)(C)P1(CCP(C(C)(C)C)(C(C)(C)C)->[Pd+2]<-1(<-[Cl-])<-[Cl-])C(C)(C)C,0,0,Pd,4,CC(C)(C)P1(CCP(C(C)(C)C)(C(C)(C)C)->[Pd+2]<-1(<-[Cl-])<-[Cl-])C(C)(C)C,4.0,CC(C)(C)[P:4Π]1(CC[P:3Π](C(C)(C)C)(C(C)(C)C)->[Pd+2Π]<-1(<-[Cl-:1Π])<-[Cl-:2Π])C(C)(C)C
GOXNOW,Oc1ccc2[O-]->[Pt+2]3(<-[O-]c4ccc(O)cc4CP->3(c3ccccc3)c3ccccc3)<-P(Cc2c1)(c1ccccc1)c1ccccc1,0,0,Pt,4,Oc1ccc2[O-]->[Pt+2]3(<-[O-]c4ccc(O)cc4CP->3(c3ccccc3)c3ccccc3)<-P(Cc2c1)(c1ccccc1)c1ccccc1,4.0,Oc1ccc2[O-:4Π]->[Pt+2Π]3(<-[O-:3Π]c4ccc(O)cc4C[P:2Π]->3(c3ccccc3)c3ccccc3)<-[P:1Π](Cc2c1)(c1ccccc1)c1ccccc1
NONCIE,Cc1cc(C)cn(->[Pd+2](<-[Br-])(<-[Br-])<-n2cc(C)cc(C)c2)c1,0,0,Pd,4,Cc1cc(C)cn(->[Pd+2](<-[Br-])(<-[Br-])<-n2cc(C)cc(C)c2)c1,4.0,Cc1cc(C)c[n:2Π](->[Pd+2Π](<-[Br-:1Π])(<-[Br-:3Π])<-[n:4Π]2cc(C)cc(C)c2)c1
MAJYIF,C1CCC2SC3=S->[Ni]4(<-S=C3SC2C1)<-S=C1SC2CCCCC2SC1=S->4,0,0,Ni,4,C1CCC2SC3[S-]->[Ni+4]4(<-[S-]C=3SC2C1)<-[S-]C1=C([S-]->4)SC2CCCCC2S1,4.0,C1CCC2SC3[S-:4Π]->[Ni+4Π]4(<-[S-:1Π]C=3SC2C1)<-[S-:2Π]C1=C([S-:3Π]->4)SC2CCCCC2S1
HIVZAQ,CC(C)(C)c1ccc(C2=NC3=C4C=CC=C[N-]4->[Pt+2]4(<-N3=N2)<-N2=NC(c3ccc(C(C)(C)C)cc3)=NC2=C2C=CC=C[N-]->42)cc1,0,0,Pt,4,CC(C)(C)c1ccc(-c2nc3-c4ccccn4->[Pt+2]4(<-n5ccccc5-c5nc(-c6ccc(C(C)(C)C)cc6)n[n-]->45)<-[n-]3n2)cc1,4.0,
KEFKEM,CCCc1cc2c3c4c([O-]->[Pd+2]5(<-O=C4C=C2)<-O=C2C=Cc4cc(CCC)cc6ccc([O-]->5)c2c46)ccc3c1,0,0,Pd,4,CCCc1cc2c3c4c([O-]->[Pd+2]5(<-O=C4C=C2)<-O=C2C=Cc4cc(CCC)cc6ccc([O-]->5)c2c46)ccc3c1,4.0,CCCc1cc2c3c4c([O-:1Π]->[Pd+2Π]5(<-[O:2Π]=C4C=C2)<-[O:3Π]=C2C=Cc4cc(CCC)cc6ccc([O-:4Π]->5)c2c46)ccc3c1
JIZTAP,COC(=O)c1ccn2->[Ni]3(<-S=C4C=CC=CC4=S->3)<-n3ccc(C(=O)OC)cc3-c2c1,0,0,Ni,4,,,
EYEXUB,CCOP1(OCC)=S->[Ni+2]2(<-[C-]#[N+]c3c(C)cccc3C)(<-[C-]#[N+]c3c(C)cccc3C)(<-S=P(OCC)(OCC)[S-]->2)<-[S-]1,0,0,Ni,6,CCO[PH]1(OCC)=S->[Ni]2(<-[C-]#[N+]c3c(C)cccc3C)(<-[C-]#[N+]c3c(C)cccc3C)(<-S=1)<-S=[PH](OCC)(OCC)=S->2,6.0,CCO[PH]1(OCC)=[S:5Π]->[NiΠ]2(<-[C-:6↓]#[N+]c3c(C)cccc3C)(<-[C-:1↑]#[N+]c3c(C)cccc3C)(<-[S:2Π]=1)<-[S:3Π]=[PH](OCC)(OCC)=[S:4Π]->2
XABGEN,c1ccc(-c2cc3-c4ccccc4[O-]->[Pt+2]45<-[O-]c6ccccc6-c6cc(-c7ccccc7)c7ccc2c(c7n->46)n->53)cc1,0,0,Pt,4,c1ccc(-c2cc3-c4ccccc4[O-]->[Pt+2]45<-[O-]c6ccccc6-c6cc(-c7ccccc7)c7ccc2c(c7n->46)n->53)cc1,4.0,c1ccc(-c2cc3-c4ccccc4[O-:2Π]->[Pt+2Π]45<-[O-:1Π]c6ccccc6-c6cc(-c7ccccc7)c7ccc2c(c7[n:3Π]->46)[n:4Π]->53)cc1
PATFAS,O=C1[O-]->[Ni+2]23<-N(C(=O)C4CCCN->24Cc2ccccc2)=C2C=CC=CC2=C(c2ccccc2)[N-]->3C1Cn1ccnc1,0,0,Ni,4,O=C1[O-]->[Ni+2]23<-N(=C(c4ccccc4)c4ccccc4[N-]->2C(=O)C2CCCN->32Cc2ccccc2)C1Cn1ccnc1,4.0,O=C1[O-:1Π]->[Ni+2Π]23<-[N:2Π](=C(c4ccccc4)c4ccccc4[N-:3Π]->2C(=O)C2CCC[N:4Π]->32Cc2ccccc2)C1Cn1ccnc1
DICTUE,N->[Pt+2]1(<-N)<-[O-]C(=O)C(=O)[O-]->1,0,0,Pt,4,N->[Pt+2]1(<-N)<-[O-]C(=O)C(=O)[O-]->1,4.0,[N:3Π]->[Pt+2Π]1(<-[N:4Π])<-[O-:2Π]C(=O)C(=O)[O-:1Π]->1
BOJQEX,CCN1(CC)C(C)(C)C=N(c2ccccc2)->[Pd+2]<-12<-O=C(C)C1C3CCC(C3)[CH-]->21,1,0,Pd,4,CCN1(CC)C(C)(C)C=N(c2ccccc2)->[Pd+2]<-12<-O=C(C)C1C3CCC(C3)[CH-]->21,4.0,CC[N:2Π]1(CC)C(C)(C)C=[N:3Π](c2ccccc2)->[Pd+2Π]<-12<-[O:1Π]=C(C)C1C3CCC(C3)[CH-:4Π]->21
EYICIY,CN1C=CN2CN3C=CN(C)[C]3->[Pd+2](<-[O-]C(=O)C(F)(F)C(F)(F)F)(<-[O-]C(=O)C(F)(F)C(F)(F)F)<-[C]12,0,0,Pd,4,CN1C=CN2CN3C=CN(C)[C]3->[Pd+2](<-[O-]C(=O)C(F)(F)C(F)(F)F)(<-[O-]C(=O)C(F)(F)C(F)(F)F)<-[C]12,4.0,CN1C=CN2CN3C=CN(C)[C:3Π]3->[Pd+2Π](<-[O-:2Π]C(=O)C(F)(F)C(F)(F)F)(<-[O-:1Π]C(=O)C(F)(F)C(F)(F)F)<-[C:4Π]12
CETYOR,CC(C)P1(CCP(C(C)C)(C(C)C)->[Ni+2]<-12<-[O-][C-]->2(C)c1ccccc1)C(C)C,0,0,Ni,4,CC(C)P1(CCP(C(C)C)(C(C)C)->[Ni]<-12<-O=C->2(C)c1ccccc1)C(C)C,4.0,CC(C)[P:1Π]1(CC[P:2Π](C(C)C)(C(C)C)->[NiΠ]<-12<-[O:3Π]=[C:4Π]->2(C)c1ccccc1)C(C)C
ACAPDA,CCN(CC)->[Pd+2]1(<-O=C(C)C=C(C)[O-]->1)<-N(CC)CC,1,0,Pd,4,,,
SASROW,[Br-]->[Pd+2]12<-[C]3N(c4cccc(N5C=CN(C6CCCCC6)[C]->15)n->24)C=CN3C1CCCCC1,1,0,Pd,4,[Br-]->[Pd+2]12<-[C]3N(c4cccc(N5C=CN(C6CCCCC6)[C]->15)n->24)C=CN3C1CCCCC1,4.0,[Br-:1Π]->[Pd+2Π]12<-[C:4Π]3N(c4cccc(N5C=CN(C6CCCCC6)[C:2Π]->15)[n:3Π]->24)C=CN3C1CCCCC1
SOWMIA,CCCC1=c2ccc3[n-]2->[Ni+4]24<-[n-]5c(ccc5=3)=C(CCC)C(CCC)=c3ccc([n-]->23)=c2ccc([n-]->42)=C1CCC,0,0,Ni,4,CCCc1c(CCC)c2ccc3c4n5->[Ni+2]6(<-n7c1C=Cc7c1ccc(c(CCC)c(CCC)c5C=C4)[n-]->61)<-[n-]23,4.0,CCCc1c(CCC)c2ccc3c4[n:3Π]5->[Ni+2Π]6(<-[n:4Π]7c1C=Cc7c1ccc(c(CCC)c(CCC)c5C=C4)[n-:1Π]->61)<-[n-:2Π]23
DEWHIZ,COc1ccc(-n2cc3-c4ccccn4->[Ni+2]4(<-[Cl-])(<-[Cl-])(<-n5ccccc5-c5cn(-c6ccc(OC)cc6)nn->45)<-n3n2)cc1,0,0,Ni,6,COc1ccc(-n2cc3-c4ccccn4->[Ni+2]4(<-[Cl-])(<-[Cl-])(<-n5ccccc5-c5cn(-c6ccc(OC)cc6)nn->45)<-n3n2)cc1,6.0,COc1ccc(-n2cc3-c4cccc[n:6↓]4->[Ni+2Π]4(<-[Cl-:4Π])(<-[Cl-:2Π])(<-[n:1↑]5ccccc5-c5cn(-c6ccc(OC)cc6)n[n:3Π]->45)<-[n:5Π]3n2)cc1
NONROZ,CC(=O)OCCCN1c2ccccc2N(Cc2ccccc2)[C]1->[Pd+2](<-[Br-])(<-[Br-])<-[C]1N(CCCOC(C)=O)c2ccccc2N1Cc1ccccc1,0,0,Pd,4,CC(=O)OCCCN1c2ccccc2N(Cc2ccccc2)[C]1->[Pd+2](<-[Br-])(<-[Br-])<-[C]1N(CCCOC(C)=O)c2ccccc2N1Cc1ccccc1,4.0,CC(=O)OCCCN1c2ccccc2N(Cc2ccccc2)[C:4Π]1->[Pd+2Π](<-[Br-:1Π])(<-[Br-:3Π])<-[C:2Π]1N(CCCOC(C)=O)c2ccccc2N1Cc1ccccc1
EDIPIT,O=C1CN2(CC(=O)[O-]->[Ni+4]<-2(<-O)(<-O)(<-O)<-[O-]1)Cc1ccc(N([O-])[O-])cc1,0,0,Ni,6,O=C1CN2(CC(=O)[O-]->[Ni+2]<-2(<-O)(<-O)(<-O)<-[O-]1)Cc1ccc([N+](=O)[O-])cc1,6.0,O=C1C[N:1↑]2(CC(=O)[O-:2Π]->[Ni+2Π]<-2(<-[O:6↓])(<-[O:5Π])(<-[O:4Π])<-[O-:3Π]1)Cc1ccc(N+(=O)O-)cc1
TUJTOI,O=S1(=O)N=C([S-]->[Pd+2]2(<-[S-]C3=NS(=O)(=O)c4ccccc43)<-P(CP->2(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc21,0,0,Pd,4,O=S1(=O)N=C([S-]->[Pd+2]2(<-[S-]C3=NS(=O)(=O)c4ccccc43)<-P(CP->2(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc21,4.0,
