CSD_code,total_charge,fixed_CSD_SMILES,NBO,xyz2mol_tm,TMC-LewisGen
UHECIT,0,CC(C)CP(=S)(CC(C)C)[S-]->[Cu+](<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C,CC(C)CP(=S)(CC(C)C)[S-]->[Cu+](<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C,CC(C)CP(=S)(CC(C)C)[S-]->[Cu+](<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C,[Cu+](SP(=S)(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
UHEDAN,0,Cn1ccc(=O)[n-](->[Pt+2]234(<-[CH3-])<-C5=C->2CCC->3=C->4CC5)c1=O,Cn1ccc(=O)[n-](->[Pt+2]234(<-[CH3-])<-C5=C->2/CC/C->3=C->4\CC\5)c1=O,Cn1ccc(=O)[n-](->[Pt+2]234(<-[CH3-])<-C5=C->2CCC->3=C->4CC5)c1=O,[Pt+2]123(n4c(=O)n(C([H])([H])[H])c([H])c([H])c4=O)(C([H])([H])[H])<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H]
UHEDUG,0,COC(=O)C12CN3(C)->[Fe+2]45(<-[O-]C(C)=O)(<-[O-]C(C)=O)<-n6ccccc6C1N->4(C)C(c1ccccn->51)C(C(=O)OC)(C3)C2=O,COC(=O)[C@]12CN3(C)->[Fe+2]45(<-[O-]C(C)=O)(<-[O-]C(C)=O)<-n6ccccc6[C@H]1N->4(C)[C@@H](c1ccccn->51)[C@@](C(=O)OC)(C3)C2=O,COC(=O)C12CN3(C)->[Fe+2]45(<-[O-]C(C)=O)(<-[O-]C(C)=O)<-n6ccccc6C1N->4(C)C(c1ccccn->51)C(C(=O)OC)(C3)C2=O,[Fe+2]123(OC(=O)C([H])([H])[H])(OC(=O)C([H])([H])[H])<-N4(C([H])([H])[H])C([H])([H])C5(C(=O)OC([H])([H])[H])C(c6n->1c([H])c([H])c([H])c6[H])([H])N->2(C([H])([H])[H])C(c1n->3c([H])c([H])c([H])c1[H])([H])C(C(=O)OC([H])([H])[H])(C5=O)C4([H])[H]
UHEFAO,0,COC(=O)C12CN3(C)->[Fe+2]45(<-[O-]C(=O)C(C)(C)C)(<-[O-]S(=O)(=O)C(F)(F)F)<-n6ccccc6C1N->4(C)C(c1ccccn->51)C(C(=O)OC)(C3)C2=O,COC(=O)[C@]12CN3(C)->[Fe+2]45(<-[O-]C(=O)C(C)(C)C)(<-[O-]S(=O)(=O)C(F)(F)F)<-n6ccccc6[C@H]1N->4(C)[C@@H](c1ccccn->51)[C@@](C(=O)OC)(C3)C2=O,COC(=O)C12CN3(C)->[Fe+2]45(<-[O-]C(=O)C(C)(C)C)(<-[O-]S(=O)(=O)C(F)(F)F)<-n6ccccc6C1N->4(C)C(c1ccccn->51)C(C(=O)OC)(C3)C2=O,[Fe+2]123(<-N4(C([H])([H])[H])C([H])([H])C5(C(OC([H])([H])[H])=O)C(c6n->1c([H])c([H])c([H])c6[H])([H])N->2(C([H])([H])[H])C(c1n->3c([H])c([H])c([H])c1[H])([H])C(C(OC([H])([H])[H])=O)(C5=O)C4([H])[H])(OC(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])OS(=O)(=O)C(F)(F)F
UHEFOC,1,COC(=O)C12CN34Cc5ccccn5->[Fe+2]<-356(<-[Cl-])<-n3ccccc3C1N->5(C)C(c1ccccn->61)C(C(=O)OC)(C4)C2(O)O,COC(=O)[C@]12CN34Cc5ccccn5->[Fe+2]<-356(<-[Cl-])<-n3ccccc3[C@H]([C@](C(=O)OC)(C4)C1(O)O)N->5(C)[C@H]2c1ccccn->61,COC(=O)C12CN34Cc5ccccn5->[Fe+2]<-356(<-[Cl-])<-n3ccccc3C1N->5(C)C(c1ccccn->61)C(C(=O)OC)(C4)C2(O)O,[Fe+2]1234(Cl)<-N5(C([H])([H])[H])C(c6n->1c([H])c([H])c([H])c6[H])([H])C1(C(=O)OC([H])([H])[H])C([H])([H])N->2(C(c2n->3c([H])c([H])c([H])c2[H])([H])[H])C([H])([H])C(C(=O)OC([H])([H])[H])(C5(c2n->4c([H])c([H])c([H])c2[H])[H])C1(O[H])O[H]
UHEGAR,0,NC(=NOC(=N->[Pt+2](<-[Cl-])(<-[Cl-])<-N#Cc1ccccc1)c1ccccc1)c1ccc(Br)cc1,N/C(=N\OC(=N->[Pt+2](<-[Cl-])(<-[Cl-])<-N#Cc1ccccc1)c1ccccc1)c1ccc(Br)cc1,NC(=NOC(=N->[Pt+2](<-[Cl-])(<-[Cl-])<-N#Cc1ccccc1)c1ccccc1)c1ccc(Br)cc1,[Pt+2](Cl)(Cl)(<-N#Cc1c([H])c([H])c([H])c([H])c1[H])<-N(=C(ON=C(c1c([H])c([H])c(Br)c([H])c1[H])N([H])[H])c1c([H])c([H])c([H])c([H])c1[H])[H]
UHEGOD,1,COC(=O)C12CN34CCO->[Fe+2]<-356(<-[Cl-])<-n3ccccc3C1N->5(C)C(c1ccccn->61)C(C(=O)OC)(C4)C2(O)O,COC(=O)[C@]12CN34CCO->[Fe+2]<-356(<-[Cl-])<-n3ccccc3[C@H]([C@](C(=O)OC)(C4)C1(O)O)N->5(C)[C@H]2c1ccccn->61,COC(=O)C12CN34CCO->[Fe+2]<-356(<-[Cl-])<-n3ccccc3C1N->5(C)C(c1ccccn->61)C(C(=O)OC)(C4)C2(O)O,[Fe+2]1234(Cl)<-O(C(C([H])([H])N->15C([H])([H])C1(C(=O)OC([H])([H])[H])C(O[H])(O[H])C(C(=O)OC([H])([H])[H])(C([H])(c6c([H])c([H])c([H])c([H])n->26)N->3(C([H])([H])[H])C1([H])c1c([H])c([H])c([H])c([H])n->41)C5([H])[H])([H])[H])[H]
UHEHOE,0,NC1=O->[Fe+2]2(<-[Br-])(<-[Br-])(<-n3ccccc3C(=O)c3ccccn->23)<-n2ccccc21,NC1=O->[Fe+2]2(<-[Br-])(<-[Br-])(<-n3ccccc3C(=O)c3ccccn->23)<-n2ccccc21,NC1=O->[Fe+2]2(<-[Br-])(<-[Br-])(<-n3ccccc3C(=O)c3ccccn->23)<-n2ccccc21,[Fe+2]12(Br)(Br)(<-O=C(N([H])[H])c3n->1c([H])c([H])c([H])c3[H])<-n1c(C(=O)c3n->2c([H])c([H])c([H])c3[H])c([H])c([H])c([H])c1[H]
UHERAC,0,COC(=O)c1cccc(C(=O)Nc2ccn(->[Zn+2](<-[Cl-])(<-[Cl-])<-n3ccc(NC(=O)c4cccc(C(=O)OC)n4)cc3)cc2)n1,COC(=O)c1cccc(C(=O)Nc2ccn(->[Zn+2](<-[Cl-])(<-[Cl-])<-n3ccc(NC(=O)c4cccc(C(=O)OC)n4)cc3)cc2)n1,COC(=O)c1cccc(C(=O)Nc2ccn(->[Zn+2](<-[Cl-])(<-[Cl-])<-n3ccc(NC(=O)c4cccc(C(=O)OC)n4)cc3)cc2)n1,[Zn+2](Cl)(<-n1c([H])c([H])c(N([H])C(=O)c2nc(C(OC([H])([H])[H])=O)c([H])c([H])c2[H])c([H])c1[H])(Cl)<-n1c([H])c([H])c(N([H])C(=O)c2nc(C(OC([H])([H])[H])=O)c([H])c([H])c2[H])c([H])c1[H]
UHIJIF,1,CN1c2ccccc2N(C)[C]1->[Au+3]12<-[c-]3ccccc3-c3cccc(-c4cccc[c-]->14)n->23,CN1c2ccccc2N(C)[C]1->[Au@TB4+3]12<-[c-]3ccccc3-c3cccc(-c4cccc[c-]->14)n->23,CN1c2ccccc2N(C)[C]1->[Au+3]12<-[c-]3ccccc3-c3cccc(-c4cccc[c-]->14)n->23,C([H])([H])([H])N1C(->[Au+3]23<-n4c(c([H])c([H])c([H])c4-c4c([H])c([H])c([H])c([H])c42)-c2c3c([H])c([H])c([H])c2[H])N(C([H])([H])[H])c2c1c([H])c([H])c([H])c2[H]
UHIJOL,1,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)[C]2->[Au+3]23<-[c-]4ccccc4-c4cccc(-c5cccc[c-]->25)n->34)c(C)c1,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)[C]2->[Au+3]23<-[c-]4ccccc4-c4cccc(-c5cccc[c-]->25)n->34)c(C)c1,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)[C]2->[Au+3]23<-[c-]4ccccc4-c4cccc(-c5cccc[c-]->25)n->34)c(C)c1,C1(->[Au+3]23<-n4c(c([H])c([H])c([H])c4-c4c2c([H])c([H])c([H])c4[H])-c2c3c([H])c([H])c([H])c2[H])N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
UHIKAX,0,CN1(C)CN(C)(C)->[Re+]<-1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],CN1(C)CN(C)(C)->[Re+]<-1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],CN1(C)CN(C)(C)->[Re+]<-1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],[Re+]1(Br)(<-N(C(N->1(C([H])([H])[H])C([H])([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
UHILIG,0,CCOP1(=O)[S-]->[Ni+2]2(<-[S-]1)<-P(CCP->2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,CCOP1(=O)[S-]->[Ni+2]2(<-[S-]1)<-P(CCP->2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,CCOP1(=O)[S-]->[Ni+2]2(<-[S-]1)<-P(CCP->2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,[Ni+2]12(<-P(C(C(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])SP(=O)(OC(C([H])([H])[H])([H])[H])S2
UHIMAZ,1,NC(N)=S->[Au+]<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,NC(N)=S->[Au+]<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,NC(N)=S->[Au+]<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,[Au+](<-P(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])<-S=C(N([H])[H])N([H])[H]
UHINAC,1,Cc1ccn2->[Cu+]3(<-n4ccc(C)cc4-c2c1)<-P(CCP->3(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,Cc1ccn2->[Cu+]3(<-n4ccc(C)cc4-c2c1)<-P(CCP->3(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,Cc1ccn2->[Cu+]3(<-n4ccc(C)cc4-c2c1)<-P(CCP->3(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,[Cu+]12(<-P(c3c([H])c([H])c([H])c([H])c3[H])(C([H])([H])C(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])<-n1c(-c3n->2c([H])c([H])c(C([H])([H])[H])c3[H])c([H])c(C([H])([H])[H])c([H])c1[H]
UHINUW,1,Cc1cccc2-c3cccc(C)n3->[Cu+]3(<-n12)<-P(CCP->3(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,Cc1cccc2-c3cccc(C)n3->[Cu+]3(<-n12)<-P(CCP->3(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,Cc1cccc2-c3cccc(C)n3->[Cu+]3(<-n12)<-P(CCP->3(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,[Cu+]12(<-P(c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)C([H])([H])C(P->1(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)([H])[H])<-n1c(-c3n->2c(C([H])([H])[H])c([H])c([H])c3[H])c([H])c([H])c([H])c1C([H])([H])[H]
UHIPIM,1,Cc1ccc2-c3ccc(C)cn3->[Cu+]3(<-n2c1)<-P(CCP->3(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,Cc1ccc2-c3ccc(C)cn3->[Cu+]3(<-n2c1)<-P(CCP->3(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,Cc1ccc2-c3ccc(C)cn3->[Cu+]3(<-n2c1)<-P(CCP->3(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,[Cu+]12(<-P(C([H])([H])C(P->1(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)([H])[H])(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)<-n1c(-c3c([H])c([H])c(C([H])([H])[H])c([H])n->23)c([H])c([H])c(C([H])([H])[H])c1[H]
UHIWUD,0,CC(C)P(C(C)C)(C1C(N(C)C)=Cc2ccccc21)->[Rh+]123(<-[Cl-])<-C4=C->1CCC->2=C->3CC4,CC(C)P(C(C)C)([C@H]1C(N(C)C)=Cc2ccccc21)->[Rh+]123(<-[Cl-])<-C4=C->1/CC/C->2=C->3\CC\4,CC(C)P(C(C)C)(C1C(N(C)C)=Cc2ccccc21)->[Rh+]123(<-[Cl-])<-C4=C->1CCC->2=C->3CC4,[Rh+]123(Cl)(<-P(C4([H])C(N(C([H])([H])[H])C([H])([H])[H])=C([H])c5c([H])c([H])c([H])c([H])c54)(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H]
UHIXAK,1,CC(C)P1(C2=C(N(C)(C)->[Rh+]<-1345<-C1=C->3C3CC1C->4=C->53)Cc1ccccc12)C(C)C,CC(C)P1(C2=C(N(C)(C)->[Rh+]<-1345<-C1=C->3[C@H]3C[C@@H]1C->4=C->53)Cc1ccccc12)C(C)C,CC(C)P1(C2=C(N(C)(C)->[Rh+]<-1345<-C1=C->3C3CC1C->4=C->53)Cc1ccccc12)C(C)C,[Rh+]1234(<-P(C5=C(N->1(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c5c([H])c([H])c([H])c1[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])<-C1([H])=C->2([H])C2([H])C->3([H])=C->4([H])C1([H])C2([H])[H]
UHIYUG,1,C1c2ccccn2->[Pd+2]2(<-[O-]c3ccccc3N->2=1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C1\c2ccccn2->[Pd@@+2]2(<-[O-]c3ccccc3\N->2=1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C1c2ccccn2->[Pd+2]2(<-[O-]c3ccccc3N->2=1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[Pd+2]12(<-P(c3c([H])c([H])c([H])c([H])c3[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])<-n3c([H])c([H])c([H])c([H])c3C(=N->1c1c([H])c([H])c([H])c([H])c1O2)[H]
UHOBUO,1,CCOC(=O)Cc12->[Ru+2]34567(<-[Cl-])(<-c(c->3c->41)c->5c->62)<-n1cccc2ccc3cccn->7c3c21,CCOC(=O)Cc12->[Ru+2]34567(<-[Cl-])(<-c(c->3c->41)c->5c->62)<-n1cccc2ccc3cccn->7c3c21,CCOC(=O)Cc12->[Ru+2]34567(<-[Cl-])(<-c(c->3c->41)c->5c->62)<-n1cccc2ccc3cccn->7c3c21,[Ru+2]123456(Cl)(<-c7([H])c->1([H])c->2([H])c->3([H])c->4([H])c->57C([H])([H])C(=O)OC([H])([H])C([H])([H])[H])<-n1c([H])c([H])c([H])c2c([H])c([H])c3c([H])c([H])c([H])n->6c3c12
UHOGAA,1,CC12CC3C4CCC(C4)[CH-]3->[Pd+2]<-1(<-C=2)(<-n1ccccc1)<-n1ccccc1,CC12C[C@@H]3[C@H]4CC[C@H](C4)[CH-]3->[Pd+2]<-1(<-C=2)(<-n1ccccc1)<-n1ccccc1,CC12CC3C4CCC(C4)[CH-]3->[Pd+2]<-1(<-C=2)(<-n1ccccc1)<-n1ccccc1,[Pd+2]12(<-C([H])([H])=C->1(C([H])([H])[H])C([H])([H])C1([H])C3([H])C([H])([H])C([H])([H])C([H])(C21[H])C3([H])[H])(<-n1c([H])c([H])c([H])c([H])c1[H])<-n1c([H])c([H])c([H])c([H])c1[H]
UHOGII,1,CC12CC3C4CCC(C4)[CH-]3->[Pd+2]<-13(<-C=2)<-C1=C->3C2CCC1C2,CC12C[C@@H]3[C@H]4CC[C@H](C4)[CH-]3->[Pd+2]<-13(<-C=2)<-C1=C->3[C@H]2CC[C@@H]1C2,CC12CC3C4CCC(C4)[CH-]3->[Pd+2]<-13(<-C=2)<-C1=C->3C2CCC1C2,C1([H])([H])=C2(C([H])([H])[H])C([H])([H])C3([H])C([H])([Pd+2]<-1<-24<-C1([H])=C->4([H])C2([H])C([H])([H])C1([H])C([H])([H])C2([H])[H])C1([H])C([H])([H])C([H])([H])C3([H])C1([H])[H]
UHOGOO,1,CC(C)(C)C1=C2(C)CC3C4CCC(C4)[CH-]3->[Pd+2]<-1<-23<-C1=C->3C2CCC1C2,CC(C)(C)C1=C2(C)C[C@H]3[C@@H]4CC[C@@H](C4)[CH-]3->[Pd+2]<-1<-23<-C1=C->3[C@H]2CC[C@@H]1C2,CC(C)(C)C1=C2(C)CC3C4CCC(C4)[CH-]3->[Pd+2]<-1<-23<-C1=C->3C2CCC1C2,C1(=C2(C([H])([H])[H])C([H])([H])C3([H])C([H])([Pd+2]<-1<-24<-C1([H])=C->4([H])C2([H])C([H])([H])C1([H])C([H])([H])C2([H])[H])C1([H])C([H])([H])C([H])([H])C3([H])C1([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H]
UHONUA,1,c1ccc(P(c2ccccc2)(c2ccccc2)->[Os+2]23456(<-c7c->2c->3[cH-]->4c->57)<-n2cccc3ccc4cccn->6c4c32)cc1,c1ccc(P(c2ccccc2)(c2ccccc2)->[Os+2]23456(<-c7c->2c->3[cH-]->4c->57)<-n2cccc3ccc4cccn->6c4c32)cc1,c1ccc(P(c2ccccc2)(c2ccccc2)->[Os+2]23456(<-c7c->2c->3[cH-]->4c->57)<-n2cccc3ccc4cccn->6c4c32)cc1,[Os+2]12345(<-P(c6c([H])c([H])c([H])c([H])c6[H])(c6c([H])c([H])c([H])c([H])c6[H])c6c([H])c([H])c([H])c([H])c6[H])(<-n6c([H])c([H])c([H])c7c([H])c([H])c8c([H])c([H])c([H])n->1c8c67)<-C1([H])=C->2([H])C->3([H])=C->4([H])C51[H]
UHOWAQ,0,NC(=O)c1ccc(C2=C3C=CC=N3->[Zn+2]3(<-N4=CC=CC4=C(c4ccc(C(N)=O)cc4)c4ccc[n-]->34)<-[n-]3cccc32)cc1,NC(=O)c1ccc(/C2=C3\C=CC=N3->[Zn+2]3(<-N4=CC=C/C4=C(\c4ccc(C(N)=O)cc4)c4ccc[n-]->34)<-[n-]3cccc32)cc1,NC(=O)c1ccc(C2=C3C=CC=N3->[Zn+2]3(<-N4=CC=CC4=C(c4ccc(C(N)=O)cc4)c4ccc[n-]->34)<-[n-]3cccc32)cc1,C1([H])=N2->[Zn+2]3(n4c(C(=C2C([H])=C1[H])c1c([H])c([H])c(C(N([H])[H])=O)c([H])c1[H])c([H])c([H])c4[H])n1c([H])c([H])c([H])c1C(=C1C([H])=C([H])C([H])=N->31)c1c([H])c([H])c(C(N([H])[H])=O)c([H])c1[H]
UHOWIY,0,NC(=O)c1ccc(C2=C3C=CC=N3->[Co+3]345(<-[O-]c6ccccc6C=N->3CCN->4=Cc3ccccc3[O-]->5)<-[n-]3cccc32)cc1,NC(=O)c1ccc(/C2=C3\C=CC=N3->[Co+3]345(<-[O-]c6ccccc6/C=N->3/CC/N->4=C/c3ccccc3[O-]->5)<-[n-]3cccc32)cc1,NC(=O)c1ccc(C2=C3C=CC=N3->[Co+3]345(<-[O-]c6ccccc6C=N->3CCN->4=Cc3ccccc3[O-]->5)<-[n-]3cccc32)cc1,c1([H])c([H])c([H])c2C(=C3C([H])=C([H])C([H])=N3->[Co+3]345(n12)<-N(=C([H])c1c(c([H])c([H])c([H])c1[H])O3)C([H])([H])C([H])([H])N->4=C([H])c1c([H])c([H])c([H])c([H])c1O5)c1c([H])c([H])c(C(N([H])[H])=O)c([H])c1[H]
UHOWOE,0,NC(=O)c1ccc(C2=C3C=CC=N3->[Co+3]345(<-[O-]c6ccccc6C=N->3CCN->4=Cc3ccccc3[O-]->5)<-[n-]3cccc32)cc1,NC(=O)c1ccc(/C2=C3\C=CC=N3->[Co+3]345(<-[O-]c6ccccc6/C=N->3/CC/N->4=C/c3ccccc3[O-]->5)<-[n-]3cccc32)cc1,NC(=O)c1ccc(C2=C3C=CC=N3->[Co+3]345(<-[O-]c6ccccc6C=N->3CCN->4=Cc3ccccc3[O-]->5)<-[n-]3cccc32)cc1,c1([H])c([H])c([H])c2C(=C3C([H])=C([H])C([H])=N3->[Co+3]345(n12)<-N(=C([H])c1c(c([H])c([H])c([H])c1[H])O3)C([H])([H])C([H])([H])N->4=C([H])c1c([H])c([H])c([H])c([H])c1O5)c1c([H])c([H])c(C(N([H])[H])=O)c([H])c1[H]
UHOXAS,0,O=S(=O)([O-]->[Zn+2]12(<-Nc3cccc4cccn->1c34)(<-Nc1cccc3cccn->2c13)<-[O-]S(=O)(=O)C(F)(F)F)C(F)(F)F,O=S(=O)([O-]->[Zn+2]12(<-Nc3cccc4cccn->1c34)(<-Nc1cccc3cccn->2c13)<-[O-]S(=O)(=O)C(F)(F)F)C(F)(F)F,O=S(=O)([O-]->[Zn+2]12(<-Nc3cccc4cccn->1c34)(<-Nc1cccc3cccn->2c13)<-[O-]S(=O)(=O)C(F)(F)F)C(F)(F)F,[Zn+2]12(<-n3c4c(c([H])c([H])c3[H])c([H])c([H])c([H])c4N->1([H])[H])(OS(=O)(=O)C(F)(F)F)(<-n1c3c(c([H])c([H])c1[H])c([H])c([H])c([H])c3N->2([H])[H])OS(=O)(=O)C(F)(F)F
UHUDAC,0,ClC(Cl)(Cl)C1OP2(->[Pd+2](<-[Cl-])(<-[Cl-])<-O3CCCC3)OC(C(Cl)(Cl)Cl)P1C(C(Cl)(Cl)Cl)O2,ClC(Cl)(Cl)[C@@H]1OP2(->[Pd+2](<-[Cl-])(<-[Cl-])<-O3CCCC3)O[C@@H](C(Cl)(Cl)Cl)P1[C@H](C(Cl)(Cl)Cl)O2,ClC(Cl)(Cl)C1OP2(->[Pd+2](<-[Cl-])(<-[Cl-])<-O3CCCC3)OC(C(Cl)(Cl)Cl)P1C(C(Cl)(Cl)Cl)O2,[Pd+2](Cl)(Cl)(<-O1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])<-P12OC([H])(C(Cl)(Cl)Cl)P(C([H])(C(Cl)(Cl)Cl)O1)C([H])(C(Cl)(Cl)Cl)O2
UHUMUF,0,CC(C)(C)c1cc(C(C)(C)C)c(P(=C=C2CC2)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c(C(C)(C)C)c1,CC(C)(C)c1cc(C(C)(C)C)c(P(=C=C2CC2)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c(C(C)(C)C)c1,CC(C)(C)c1cc(C(C)(C)C)c(P(=C=C2CC2)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c(C(C)(C)C)c1,[W](<-P(=C=C1C([H])([H])C1([H])[H])c1c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
UHUPUI,0,CC1N->[Pt+2](<-[Cl-])(<-[Cl-])<-n2ccccc21,C[C@H]1N->[Pt+2](<-[Cl-])(<-[Cl-])<-n2ccccc21,CC1N->[Pt+2](<-[Cl-])(<-[Cl-])<-n2ccccc21,[Pt+2]1(Cl)(Cl)<-n2c(C(N->1([H])[H])(C([H])([H])[H])[H])c([H])c([H])c([H])c2[H]
UHUXUQ,0,CSC(SC)=P(c1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],CSC(SC)=P(c1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],CSC(SC)=P(c1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],[W](<-P(=C(SC([H])([H])[H])SC([H])([H])[H])c1c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
UHUYEC,1,CN1C=CN(C)[C]1->[Pt+2](<-[CH3-])(<-[C]1N(C)C=CN1C)<-n1ccccc1,CN1C=CN(C)[C]1->[Pt+2](<-[CH3-])(<-[C]1N(C)C=CN1C)<-n1ccccc1,CN1C=CN(C)[C]1->[Pt+2](<-[CH3-])(<-[C]1N(C)C=CN1C)<-n1ccccc1,C([H])([H])([H])[Pt+2](<-C1N(C([H])([H])[H])C([H])=C([H])N1C([H])([H])[H])(<-C1N(C([H])([H])[H])C([H])=C([H])N1C([H])([H])[H])<-n1c([H])c([H])c([H])c([H])c1[H]
